qid,query,docno,docid,score,rank
1108651,what the best way to get clothes white,1421353,1421353,0.8397505,29
1108651,what the best way to get clothes white,6636001,6636001,0.8397219,30
1108651,what the best way to get clothes white,3544869,3544869,0.8396416,31
1108651,what the best way to get clothes white,7501823,7501823,0.83915424,32
1108651,what the best way to get clothes white,3561552,3561552,0.8391009,33
1108651,what the best way to get clothes white,8289553,8289553,0.839036,34
1108651,what the best way to get clothes white,5330509,5330509,0.83893025,35
1108651,what the best way to get clothes white,1421355,1421355,0.8386916,36
1108651,what the best way to get clothes white,2475817,2475817,0.8383213,37
1108651,what the best way to get clothes white,7353926,7353926,0.8360689,38
1108651,what the best way to get clothes white,6832400,6832400,0.83594084,39
1108651,what the best way to get clothes white,1421356,1421356,0.8359002,40
1108651,what the best way to get clothes white,3907630,3907630,0.8358588,41
1108651,what the best way to get clothes white,6663873,6663873,0.83548665,42
1108651,what the best way to get clothes white,3561559,3561559,0.83541083,43
1108651,what the best way to get clothes white,406701,406701,0.83389807,44
1108651,what the best way to get clothes white,1643320,1643320,0.83367425,45
1108651,what the best way to get clothes white,1421350,1421350,0.83356535,46
1108651,what the best way to get clothes white,8175414,8175414,0.8333506,47
1108651,what the best way to get clothes white,2141336,2141336,0.83314574,48
1108651,what the best way to get clothes white,3917887,3917887,0.83312887,49
1108651,what the best way to get clothes white,8258085,8258085,0.833094,50
1108651,what the best way to get clothes white,1421349,1421349,0.83305645,51
1108651,what the best way to get clothes white,1457501,1457501,0.8330128,52
1108651,what the best way to get clothes white,4867453,4867453,0.83296275,53
1108651,what the best way to get clothes white,378711,378711,0.8329398,54
1108651,what the best way to get clothes white,5819951,5819951,0.83289456,55
1108651,what the best way to get clothes white,7115328,7115328,0.8327241,56
1108651,what the best way to get clothes white,8040146,8040146,0.83257294,57
1108651,what the best way to get clothes white,8701611,8701611,0.8324799,58
1108651,what the best way to get clothes white,406702,406702,0.83221793,59
1108651,what the best way to get clothes white,3876844,3876844,0.83216035,60
1108651,what the best way to get clothes white,1621557,1621557,0.8321117,61
1108651,what the best way to get clothes white,2745687,2745687,0.8321116,62
1108651,what the best way to get clothes white,2475814,2475814,0.8317599,63
1108651,what the best way to get clothes white,8289556,8289556,0.83150053,64
1108651,what the best way to get clothes white,2497201,2497201,0.83146596,65
1108651,what the best way to get clothes white,7801164,7801164,0.8312948,66
1108651,what the best way to get clothes white,3561554,3561554,0.8312932,67
1108651,what the best way to get clothes white,1643324,1643324,0.83096254,68
1108651,what the best way to get clothes white,2022311,2022311,0.83090043,69
1108651,what the best way to get clothes white,1817809,1817809,0.8307035,70
1108651,what the best way to get clothes white,4851163,4851163,0.83059764,71
1108651,what the best way to get clothes white,6663874,6663874,0.8304961,72
1108651,what the best way to get clothes white,6731792,6731792,0.83029187,73
1108651,what the best way to get clothes white,3508038,3508038,0.83015,74
1108651,what the best way to get clothes white,3561557,3561557,0.83012515,75
1108651,what the best way to get clothes white,6917944,6917944,0.83011305,76
1108651,what the best way to get clothes white,5440052,5440052,0.830004,77
1108651,what the best way to get clothes white,5962815,5962815,0.8298364,78
1108651,what the best way to get clothes white,3313493,3313493,0.8296211,79
1108651,what the best way to get clothes white,7111296,7111296,0.8294724,80
1108651,what the best way to get clothes white,4062418,4062418,0.82945925,81
1108651,what the best way to get clothes white,7562550,7562550,0.82932955,82
1108651,what the best way to get clothes white,3855511,3855511,0.82920563,83
1108651,what the best way to get clothes white,6952860,6952860,0.8291967,84
1108651,what the best way to get clothes white,6950625,6950625,0.82865447,85
1108651,what the best way to get clothes white,6173144,6173144,0.82852507,86
1108651,what the best way to get clothes white,4453964,4453964,0.82813656,87
1108651,what the best way to get clothes white,1643321,1643321,0.8277962,88
1108651,what the best way to get clothes white,1179694,1179694,0.8277755,89
1108651,what the best way to get clothes white,3102788,3102788,0.82728344,90
1108651,what the best way to get clothes white,3561556,3561556,0.8271791,91
1108651,what the best way to get clothes white,1421352,1421352,0.82714283,92
1108651,what the best way to get clothes white,3102796,3102796,0.82700217,93
1108651,what the best way to get clothes white,5584365,5584365,0.82699823,94
1108651,what the best way to get clothes white,5907762,5907762,0.8269612,95
1108651,what the best way to get clothes white,6917949,6917949,0.826933,96
1108651,what the best way to get clothes white,1457502,1457502,0.8267576,97
1108651,what the best way to get clothes white,8427658,8427658,0.8266293,98
1108651,what the best way to get clothes white,7353934,7353934,0.82654023,99
1108651,what the best way to get clothes white,4979762,4979762,0.82636416,100
1108651,what the best way to get clothes white,4791426,4791426,0.82628405,101
1108651,what the best way to get clothes white,8289554,8289554,0.826249,102
1108651,what the best way to get clothes white,3938798,3938798,0.82617235,103
1108651,what the best way to get clothes white,294614,294614,0.8261465,104
1108651,what the best way to get clothes white,3508037,3508037,0.8259276,105
1108651,what the best way to get clothes white,4231335,4231335,0.8257035,106
1108651,what the best way to get clothes white,93018,93018,0.82569665,107
1108651,what the best way to get clothes white,8625307,8625307,0.82559335,108
1108651,what the best way to get clothes white,6407188,6407188,0.82552457,109
1108651,what the best way to get clothes white,4513251,4513251,0.8254162,110
1108651,what the best way to get clothes white,3207271,3207271,0.82527536,111
1108651,what the best way to get clothes white,7904309,7904309,0.8252358,112
1108651,what the best way to get clothes white,8591633,8591633,0.8251883,113
1108651,what the best way to get clothes white,3561551,3561551,0.8251807,114
1108651,what the best way to get clothes white,304441,304441,0.8251791,115
1108651,what the best way to get clothes white,1699921,1699921,0.82501584,116
1108651,what the best way to get clothes white,149203,149203,0.8250156,117
1108651,what the best way to get clothes white,6920226,6920226,0.8249728,118
1108651,what the best way to get clothes white,1714260,1714260,0.8247497,119
1109707,what medium do radio waves travel through,4370753,4370753,0.9162278,0
1109707,what medium do radio waves travel through,771002,771002,0.8934197,1
1109707,what medium do radio waves travel through,7566102,7566102,0.8823653,2
1109707,what medium do radio waves travel through,353772,353772,0.8816494,3
1109707,what medium do radio waves travel through,1969320,1969320,0.87891996,4
1109707,what medium do radio waves travel through,7241557,7241557,0.8784658,5
1109707,what medium do radio waves travel through,8008033,8008033,0.87774444,6
1109707,what medium do radio waves travel through,7671118,7671118,0.8777052,7
1109707,what medium do radio waves travel through,1719371,1719371,0.8775668,8
1109707,what medium do radio waves travel through,7671117,7671117,0.87741804,9
1109707,what medium do radio waves travel through,4332695,4332695,0.8767426,10
1109707,what medium do radio waves travel through,4867369,4867369,0.87645954,11
1109707,what medium do radio waves travel through,1823563,1823563,0.8758639,12
1109707,what medium do radio waves travel through,4370756,4370756,0.8752924,13
1109707,what medium do radio waves travel through,1444596,1444596,0.8749869,14
1109707,what medium do radio waves travel through,5340019,5340019,0.8749747,15
1109707,what medium do radio waves travel through,6872195,6872195,0.87476695,16
1109707,what medium do radio waves travel through,7566104,7566104,0.8741996,17
1109707,what medium do radio waves travel through,8027668,8027668,0.8739347,18
1109707,what medium do radio waves travel through,1719372,1719372,0.8736906,19
1109707,what medium do radio waves travel through,5415865,5415865,0.8735397,20
1109707,what medium do radio waves travel through,2245437,2245437,0.87329733,21
1109707,what medium do radio waves travel through,1143386,1143386,0.87329733,22
1109707,what medium do radio waves travel through,8411159,8411159,0.8732369,23
1109707,what medium do radio waves travel through,771747,771747,0.87253994,24
1109707,what medium do radio waves travel through,7566105,7566105,0.8723881,25
1109707,what medium do radio waves travel through,1444599,1444599,0.8723767,26
1109707,what medium do radio waves travel through,1608567,1608567,0.872299,27
1109707,what medium do radio waves travel through,2456877,2456877,0.8720523,28
1109707,what medium do radio waves travel through,4869410,4869410,0.8718728,29
1109707,what medium do radio waves travel through,4856882,4856882,0.8718523,30
1109707,what medium do radio waves travel through,5947139,5947139,0.87129676,31
1109707,what medium do radio waves travel through,7566098,7566098,0.87113315,32
1109707,what medium do radio waves travel through,353770,353770,0.87105525,33
1109707,what medium do radio waves travel through,8363281,8363281,0.87079716,34
1109707,what medium do radio waves travel through,1062375,1062375,0.8705629,35
1109707,what medium do radio waves travel through,517840,517840,0.8704611,36
1109707,what medium do radio waves travel through,107894,107894,0.8702015,37
1109707,what medium do radio waves travel through,3398415,3398415,0.8699975,38
1109707,what medium do radio waves travel through,2646535,2646535,0.86976063,39
1109707,what medium do radio waves travel through,3982977,3982977,0.8696523,40
1109707,what medium do radio waves travel through,8564593,8564593,0.86942315,41
1109707,what medium do radio waves travel through,7671120,7671120,0.86916447,42
1109707,what medium do radio waves travel through,8165491,8165491,0.86915344,43
1109707,what medium do radio waves travel through,1235933,1235933,0.869003,44
1109707,what medium do radio waves travel through,1911564,1911564,0.86867464,45
1109707,what medium do radio waves travel through,785765,785765,0.8681098,46
1109707,what medium do radio waves travel through,4122618,4122618,0.8681077,47
1109707,what medium do radio waves travel through,2510185,2510185,0.86805403,48
1109707,what medium do radio waves travel through,8363276,8363276,0.8676939,49
1109707,what medium do radio waves travel through,5826551,5826551,0.8673638,50
1109707,what medium do radio waves travel through,1554148,1554148,0.8671764,51
1109707,what medium do radio waves travel through,5340018,5340018,0.86712515,52
1109707,what medium do radio waves travel through,5418070,5418070,0.86693543,53
1109707,what medium do radio waves travel through,4294915,4294915,0.86690426,54
1109707,what medium do radio waves travel through,2879398,2879398,0.86666256,55
1109707,what medium do radio waves travel through,3943399,3943399,0.86620003,56
1109707,what medium do radio waves travel through,1444603,1444603,0.86556244,57
1109707,what medium do radio waves travel through,1207309,1207309,0.86553895,58
1109707,what medium do radio waves travel through,4370755,4370755,0.8655309,59
1109707,what medium do radio waves travel through,603152,603152,0.86543643,60
1109707,what medium do radio waves travel through,7126490,7126490,0.8653362,61
1109707,what medium do radio waves travel through,5429153,5429153,0.8651362,62
1109707,what medium do radio waves travel through,1207303,1207303,0.86499107,63
1109707,what medium do radio waves travel through,1980270,1980270,0.864668,64
1109707,what medium do radio waves travel through,5270487,5270487,0.8645019,65
1109707,what medium do radio waves travel through,3101500,3101500,0.86449206,66
1109707,what medium do radio waves travel through,1671350,1671350,0.8641876,67
1109707,what medium do radio waves travel through,4370754,4370754,0.8641856,68
1109707,what medium do radio waves travel through,5121347,5121347,0.86416006,69
1109707,what medium do radio waves travel through,4370751,4370751,0.8641525,70
1109707,what medium do radio waves travel through,2879391,2879391,0.8641293,71
1109707,what medium do radio waves travel through,1062372,1062372,0.8636514,72
1109707,what medium do radio waves travel through,8239871,8239871,0.8634782,73
1109707,what medium do radio waves travel through,2536029,2536029,0.8634203,74
1109707,what medium do radio waves travel through,2608505,2608505,0.8632124,75
1109707,what medium do radio waves travel through,7233616,7233616,0.863166,76
1109707,what medium do radio waves travel through,6238290,6238290,0.8630273,77
1109707,what medium do radio waves travel through,1011113,1011113,0.86296785,78
1109707,what medium do radio waves travel through,6189800,6189800,0.8629283,79
1109707,what medium do radio waves travel through,6238289,6238289,0.8629153,80
1109707,what medium do radio waves travel through,2031426,2031426,0.86273104,81
1109707,what medium do radio waves travel through,8165492,8165492,0.8626156,82
1109707,what medium do radio waves travel through,8746672,8746672,0.8625778,83
1109707,what medium do radio waves travel through,6716572,6716572,0.8625463,84
1109707,what medium do radio waves travel through,4662527,4662527,0.86251247,85
1109707,what medium do radio waves travel through,4370752,4370752,0.8624805,86
1109707,what medium do radio waves travel through,2879392,2879392,0.8624245,87
1109707,what medium do radio waves travel through,1719374,1719374,0.86230755,88
1109707,what medium do radio waves travel through,7241552,7241552,0.8622303,89
1109707,what medium do radio waves travel through,6238291,6238291,0.8621877,90
1109707,what medium do radio waves travel through,5947140,5947140,0.86202085,91
1109707,what medium do radio waves travel through,7727493,7727493,0.86193746,92
1109707,what medium do radio waves travel through,5628869,5628869,0.8614912,93
1109707,what medium do radio waves travel through,4237064,4237064,0.86088884,94
1109707,what medium do radio waves travel through,5340022,5340022,0.8608719,95
1109707,what medium do radio waves travel through,4122619,4122619,0.860767,96
1109707,what medium do radio waves travel through,7241559,7241559,0.8607011,97
1109707,what medium do radio waves travel through,3039465,3039465,0.86052006,98
1109707,what medium do radio waves travel through,1207305,1207305,0.8604171,99
1109707,what medium do radio waves travel through,5113116,5113116,0.8603177,100
1109707,what medium do radio waves travel through,3398416,3398416,0.8602735,101
1109707,what medium do radio waves travel through,8834457,8834457,0.8601608,102
1109707,what medium do radio waves travel through,5061689,5061689,0.8599827,103
1109707,what medium do radio waves travel through,8363279,8363279,0.85979474,104
1109707,what medium do radio waves travel through,3497360,3497360,0.85973525,105
1109707,what medium do radio waves travel through,353771,353771,0.8595897,106
1109707,what medium do radio waves travel through,1207304,1207304,0.8591192,107
1109707,what medium do radio waves travel through,8027672,8027672,0.8591113,108
1109707,what medium do radio waves travel through,1062371,1062371,0.8590596,109
1109707,what medium do radio waves travel through,7979664,7979664,0.85871994,110
1109707,what medium do radio waves travel through,2882564,2882564,0.85866237,111
1109707,what medium do radio waves travel through,1671348,1671348,0.85839635,112
1109707,what medium do radio waves travel through,5708787,5708787,0.85836625,113
1109707,what medium do radio waves travel through,4542193,4542193,0.8582801,114
1109707,what medium do radio waves travel through,4662532,4662532,0.85815287,115
1109707,what medium do radio waves travel through,4839117,4839117,0.85805476,116
1109707,what medium do radio waves travel through,8489072,8489072,0.85788625,117
1109707,what medium do radio waves travel through,1444595,1444595,0.8578731,118
1109707,what medium do radio waves travel through,6109139,6109139,0.85786474,119
1110678,what is the un fao,8155913,8155913,0.9131098,0
1110678,what is the un fao,741943,741943,0.9007569,1
1110678,what is the un fao,8155912,8155912,0.8976304,2
1110678,what is the un fao,8155914,8155914,0.88576454,3
1110678,what is the un fao,7822744,7822744,0.8602353,4
1110678,what is the un fao,2713709,2713709,0.859249,5
1110678,what is the un fao,2713711,2713711,0.8589771,6
1110678,what is the un fao,358450,358450,0.8588091,7
1110678,what is the un fao,6199920,6199920,0.8543146,8
1110678,what is the un fao,7833464,7833464,0.8535491,9
1110678,what is the un fao,2713703,2713703,0.85317135,10
1110678,what is the un fao,2713707,2713707,0.85213995,11
1110678,what is the un fao,6199919,6199919,0.85077775,12
1110678,what is the un fao,5272210,5272210,0.8506385,13
1110678,what is the un fao,2713708,2713708,0.85063094,14
1110678,what is the un fao,2713710,2713710,0.8502023,15
1110678,what is the un fao,7671274,7671274,0.8486206,16
1110678,what is the un fao,7415114,7415114,0.84729886,17
1110678,what is the un fao,3816541,3816541,0.8452176,18
1110678,what is the un fao,8155910,8155910,0.8450019,19
1110678,what is the un fao,8155909,8155909,0.8439903,20
1110678,what is the un fao,5210,5210,0.843427,21
1110678,what is the un fao,8092357,8092357,0.84326684,22
1110678,what is the un fao,2713704,2713704,0.8432025,23
1110678,what is the un fao,2822946,2822946,0.84264505,24
1110678,what is the un fao,2713705,2713705,0.8421216,25
1110678,what is the un fao,3719134,3719134,0.8420868,26
1110678,what is the un fao,1054012,1054012,0.8419503,27
1110678,what is the un fao,5510586,5510586,0.84144557,28
1110678,what is the un fao,4517440,4517440,0.84096164,29
1110678,what is the un fao,6512116,6512116,0.84084636,30
1110678,what is the un fao,7254276,7254276,0.8396774,31
1110678,what is the un fao,3116196,3116196,0.83934146,32
1110678,what is the un fao,2463460,2463460,0.83881474,33
1110678,what is the un fao,7822742,7822742,0.8386488,34
1110678,what is the un fao,673546,673546,0.83859324,35
1110678,what is the un fao,7972758,7972758,0.8381574,36
1110678,what is the un fao,2474080,2474080,0.83757067,37
1110678,what is the un fao,1327784,1327784,0.83713436,38
1110678,what is the un fao,3898227,3898227,0.83702075,39
1110678,what is the un fao,2334662,2334662,0.83678955,40
1110678,what is the un fao,7382101,7382101,0.8366705,41
1110678,what is the un fao,3933533,3933533,0.83665717,42
1110678,what is the un fao,1555304,1555304,0.8361695,43
1110678,what is the un fao,8678364,8678364,0.8357841,44
1110678,what is the un fao,2714688,2714688,0.8355639,45
1110678,what is the un fao,8315658,8315658,0.8354716,46
1110678,what is the un fao,4738965,4738965,0.835249,47
1110678,what is the un fao,6293499,6293499,0.8343029,48
1110678,what is the un fao,2096160,2096160,0.8342977,49
1110678,what is the un fao,4421151,4421151,0.8342132,50
1110678,what is the un fao,7487380,7487380,0.8342037,51
1110678,what is the un fao,5155447,5155447,0.8341106,52
1110678,what is the un fao,7286080,7286080,0.8336886,53
1110678,what is the un fao,7139329,7139329,0.8336366,54
1110678,what is the un fao,8087025,8087025,0.8335767,55
1110678,what is the un fao,3491747,3491747,0.833565,56
1110678,what is the un fao,6632692,6632692,0.833555,57
1110678,what is the un fao,7759884,7759884,0.8334578,58
1110678,what is the un fao,2964173,2964173,0.83344567,59
1110678,what is the un fao,7238156,7238156,0.8330529,60
1110678,what is the un fao,1263295,1263295,0.83279127,61
1110678,what is the un fao,8085933,8085933,0.8326973,62
1110678,what is the un fao,3816545,3816545,0.8326887,63
1110678,what is the un fao,7649739,7649739,0.8326094,64
1110678,what is the un fao,19778,19778,0.83244324,65
1110678,what is the un fao,8814507,8814507,0.8321654,66
1110678,what is the un fao,2964174,2964174,0.83215994,67
1110678,what is the un fao,8087029,8087029,0.8319535,68
1110678,what is the un fao,673551,673551,0.83186746,69
1110678,what is the un fao,1874974,1874974,0.8316324,70
1110678,what is the un fao,7182988,7182988,0.8315856,71
1110678,what is the un fao,7254274,7254274,0.8312614,72
1110678,what is the un fao,539177,539177,0.8312341,73
1110678,what is the un fao,5260903,5260903,0.83110034,74
1110678,what is the un fao,1710934,1710934,0.8310977,75
1110678,what is the un fao,4706124,4706124,0.83091515,76
1110678,what is the un fao,2138652,2138652,0.8309151,77
1110678,what is the un fao,3467129,3467129,0.83067906,78
1110678,what is the un fao,7759891,7759891,0.8301861,79
1110678,what is the un fao,4421148,4421148,0.82994735,80
1110678,what is the un fao,614074,614074,0.82994425,81
1110678,what is the un fao,2663346,2663346,0.82981646,82
1110678,what is the un fao,1174910,1174910,0.8296908,83
1110678,what is the un fao,3898234,3898234,0.8295878,84
1110678,what is the un fao,2595556,2595556,0.8295398,85
1110678,what is the un fao,3854409,3854409,0.8293553,86
1110678,what is the un fao,5134622,5134622,0.8292975,87
1110678,what is the un fao,6132509,6132509,0.82920897,88
1110678,what is the un fao,8541271,8541271,0.82920873,89
1110678,what is the un fao,5719597,5719597,0.8290161,90
1110678,what is the un fao,5761934,5761934,0.8289398,91
1110678,what is the un fao,4517438,4517438,0.8287776,92
1110678,what is the un fao,6087414,6087414,0.8287211,93
1110678,what is the un fao,3077415,3077415,0.8286774,94
1110678,what is the un fao,6315301,6315301,0.82857645,95
1110678,what is the un fao,4579275,4579275,0.8284898,96
1110678,what is the un fao,5278179,5278179,0.82846326,97
1110678,what is the un fao,5086341,5086341,0.82773244,98
1110678,what is the un fao,673555,673555,0.827724,99
1110678,what is the un fao,8087022,8087022,0.82752573,100
1110678,what is the un fao,966424,966424,0.8274343,101
1110678,what is the un fao,4738967,4738967,0.82704663,102
1110678,what is the un fao,2721386,2721386,0.8268168,103
1110678,what is the un fao,2993217,2993217,0.8266425,104
1110678,what is the un fao,4898375,4898375,0.8264999,105
1110678,what is the un fao,2008056,2008056,0.8263577,106
1110678,what is the un fao,614078,614078,0.8263385,107
1110678,what is the un fao,6704694,6704694,0.8259617,108
1110678,what is the un fao,6648528,6648528,0.8257948,109
1110678,what is the un fao,4105531,4105531,0.82557297,110
1110678,what is the un fao,2334658,2334658,0.82554996,111
1110678,what is the un fao,7398421,7398421,0.82544124,112
1110678,what is the un fao,6604336,6604336,0.8252075,113
1110678,what is the un fao,4932632,4932632,0.8249897,114
1110678,what is the un fao,4841894,4841894,0.8246023,115
1110678,what is the un fao,1956815,1956815,0.8244716,116
1110678,what is the un fao,2260240,2260240,0.8244345,117
1110678,what is the un fao,6886850,6886850,0.8242568,118
1110678,what is the un fao,2734651,2734651,0.82418346,119
1113256,what is reba mcentire s net worth,7561111,7561111,0.9380017,0
1113256,what is reba mcentire s net worth,7561120,7561120,0.9351223,1
1113256,what is reba mcentire s net worth,8130535,8130535,0.93390787,2
1113256,what is reba mcentire s net worth,8130530,8130530,0.9337692,3
1113256,what is reba mcentire s net worth,7561114,7561114,0.9319517,4
1113256,what is reba mcentire s net worth,7561113,7561113,0.93132436,5
1113256,what is reba mcentire s net worth,7561115,7561115,0.9187026,6
1113256,what is reba mcentire s net worth,8130528,8130528,0.89254534,7
1113256,what is reba mcentire s net worth,7561116,7561116,0.89120686,8
1113256,what is reba mcentire s net worth,7561117,7561117,0.88060606,9
1113256,what is reba mcentire s net worth,7561118,7561118,0.8793764,10
1113256,what is reba mcentire s net worth,8130529,8130529,0.8791596,11
1113256,what is reba mcentire s net worth,6915170,6915170,0.85544354,12
1113256,what is reba mcentire s net worth,3263258,3263258,0.8543968,13
1113256,what is reba mcentire s net worth,1407867,1407867,0.8525582,14
1113256,what is reba mcentire s net worth,2285445,2285445,0.84870946,15
1113256,what is reba mcentire s net worth,2713310,2713310,0.8481353,16
1113256,what is reba mcentire s net worth,2321033,2321033,0.8469088,17
1113256,what is reba mcentire s net worth,7594310,7594310,0.84543955,18
1113256,what is reba mcentire s net worth,4689495,4689495,0.8454002,19
1113256,what is reba mcentire s net worth,2713311,2713311,0.8447275,20
1113256,what is reba mcentire s net worth,2285451,2285451,0.8445859,21
1113256,what is reba mcentire s net worth,3976064,3976064,0.842184,22
1113256,what is reba mcentire s net worth,1407871,1407871,0.84205043,23
1113256,what is reba mcentire s net worth,3263263,3263263,0.8419666,24
1113256,what is reba mcentire s net worth,2285444,2285444,0.8416234,25
1113256,what is reba mcentire s net worth,5723305,5723305,0.8414446,26
1113256,what is reba mcentire s net worth,6915168,6915168,0.8407806,27
1113256,what is reba mcentire s net worth,7572361,7572361,0.8401909,28
1113256,what is reba mcentire s net worth,4098128,4098128,0.8396011,29
1113256,what is reba mcentire s net worth,3976056,3976056,0.8378307,30
1113256,what is reba mcentire s net worth,8768823,8768823,0.83672816,31
1113256,what is reba mcentire s net worth,3269323,3269323,0.8358059,32
1113256,what is reba mcentire s net worth,2285447,2285447,0.8356694,33
1113256,what is reba mcentire s net worth,3828437,3828437,0.8349248,34
1113256,what is reba mcentire s net worth,6915169,6915169,0.8347433,35
1113256,what is reba mcentire s net worth,1407864,1407864,0.83456635,36
1113256,what is reba mcentire s net worth,3976061,3976061,0.83450425,37
1113256,what is reba mcentire s net worth,7010272,7010272,0.83355427,38
1113256,what is reba mcentire s net worth,1407863,1407863,0.83329904,39
1113256,what is reba mcentire s net worth,5723303,5723303,0.8328152,40
1113256,what is reba mcentire s net worth,4689499,4689499,0.8324342,41
1113256,what is reba mcentire s net worth,5365817,5365817,0.8320333,42
1113256,what is reba mcentire s net worth,8768820,8768820,0.8319094,43
1113256,what is reba mcentire s net worth,6915166,6915166,0.8318291,44
1113256,what is reba mcentire s net worth,6971824,6971824,0.8307458,45
1113256,what is reba mcentire s net worth,3263257,3263257,0.83067167,46
1113256,what is reba mcentire s net worth,3269327,3269327,0.8300477,47
1113256,what is reba mcentire s net worth,4888393,4888393,0.8297386,48
1113256,what is reba mcentire s net worth,4098132,4098132,0.8289747,49
1113256,what is reba mcentire s net worth,2713313,2713313,0.8287634,50
1113256,what is reba mcentire s net worth,3522815,3522815,0.82874966,51
1113256,what is reba mcentire s net worth,3269325,3269325,0.82847834,52
1113256,what is reba mcentire s net worth,7209447,7209447,0.82843184,53
1113256,what is reba mcentire s net worth,2713314,2713314,0.8280708,54
1113256,what is reba mcentire s net worth,5023074,5023074,0.8279116,55
1113256,what is reba mcentire s net worth,2925540,2925540,0.8278287,56
1113256,what is reba mcentire s net worth,3479466,3479466,0.82773435,57
1113256,what is reba mcentire s net worth,4554983,4554983,0.8268843,58
1113256,what is reba mcentire s net worth,7010275,7010275,0.8268516,59
1113256,what is reba mcentire s net worth,3269326,3269326,0.8266585,60
1113256,what is reba mcentire s net worth,2285448,2285448,0.8263025,61
1113256,what is reba mcentire s net worth,7173377,7173377,0.82569873,62
1113256,what is reba mcentire s net worth,2321035,2321035,0.82568693,63
1113256,what is reba mcentire s net worth,3269324,3269324,0.82550156,64
1113256,what is reba mcentire s net worth,1407866,1407866,0.8254806,65
1113256,what is reba mcentire s net worth,8123750,8123750,0.825171,66
1113256,what is reba mcentire s net worth,8626182,8626182,0.82458377,67
1113256,what is reba mcentire s net worth,1904073,1904073,0.8244666,68
1113256,what is reba mcentire s net worth,2321037,2321037,0.8242248,69
1113256,what is reba mcentire s net worth,1181920,1181920,0.8240494,70
1113256,what is reba mcentire s net worth,2713317,2713317,0.82404876,71
1113256,what is reba mcentire s net worth,2925538,2925538,0.82368565,72
1113256,what is reba mcentire s net worth,2680775,2680775,0.82318586,73
1113256,what is reba mcentire s net worth,2925543,2925543,0.8230798,74
1113256,what is reba mcentire s net worth,8554936,8554936,0.8230776,75
1113256,what is reba mcentire s net worth,1904070,1904070,0.82300717,76
1113256,what is reba mcentire s net worth,2123092,2123092,0.82293075,77
1113256,what is reba mcentire s net worth,7209441,7209441,0.8228408,78
1113256,what is reba mcentire s net worth,5023077,5023077,0.8222229,79
1113256,what is reba mcentire s net worth,6243493,6243493,0.8220782,80
1113256,what is reba mcentire s net worth,6656145,6656145,0.82140887,81
1113256,what is reba mcentire s net worth,3102617,3102617,0.8213089,82
1113256,what is reba mcentire s net worth,4373687,4373687,0.8208257,83
1113256,what is reba mcentire s net worth,2285014,2285014,0.82057965,84
1113256,what is reba mcentire s net worth,8512059,8512059,0.82051635,85
1113256,what is reba mcentire s net worth,3976060,3976060,0.8203862,86
1113256,what is reba mcentire s net worth,7010277,7010277,0.8201456,87
1113256,what is reba mcentire s net worth,8788475,8788475,0.82007253,88
1113256,what is reba mcentire s net worth,7330982,7330982,0.8198659,89
1113256,what is reba mcentire s net worth,4373688,4373688,0.8196411,90
1113256,what is reba mcentire s net worth,4373690,4373690,0.8195647,91
1113256,what is reba mcentire s net worth,6656138,6656138,0.81936204,92
1113256,what is reba mcentire s net worth,4012738,4012738,0.81920004,93
1113256,what is reba mcentire s net worth,4769902,4769902,0.81879723,94
1113256,what is reba mcentire s net worth,2925545,2925545,0.818671,95
1113256,what is reba mcentire s net worth,5357945,5357945,0.81826264,96
1113256,what is reba mcentire s net worth,1037246,1037246,0.8182413,97
1113256,what is reba mcentire s net worth,2926874,2926874,0.8181817,98
1113256,what is reba mcentire s net worth,8000203,8000203,0.8181666,99
1113256,what is reba mcentire s net worth,7010269,7010269,0.8179694,100
1113256,what is reba mcentire s net worth,3539363,3539363,0.8179529,101
1113256,what is reba mcentire s net worth,8224542,8224542,0.81794524,102
1113256,what is reba mcentire s net worth,8129494,8129494,0.81792414,103
1113256,what is reba mcentire s net worth,4869912,4869912,0.8178869,104
1113256,what is reba mcentire s net worth,6066141,6066141,0.8177676,105
1113256,what is reba mcentire s net worth,7493268,7493268,0.8176018,106
1113256,what is reba mcentire s net worth,1037245,1037245,0.817389,107
1113256,what is reba mcentire s net worth,8000206,8000206,0.81730425,108
1113256,what is reba mcentire s net worth,2067391,2067391,0.81714046,109
1113256,what is reba mcentire s net worth,4769119,4769119,0.81702757,110
1113256,what is reba mcentire s net worth,4901313,4901313,0.81698763,111
1113256,what is reba mcentire s net worth,1781651,1781651,0.81695306,112
1113256,what is reba mcentire s net worth,8282470,8282470,0.81667864,113
1113256,what is reba mcentire s net worth,1407868,1407868,0.8166387,114
1113256,what is reba mcentire s net worth,3976057,3976057,0.81649834,115
1113256,what is reba mcentire s net worth,1055728,1055728,0.8164146,116
1113256,what is reba mcentire s net worth,1186946,1186946,0.81639814,117
1113256,what is reba mcentire s net worth,6914874,6914874,0.8163618,118
1113256,what is reba mcentire s net worth,6516765,6516765,0.8163541,119
1115210,what is chaff and flare,8111878,8111878,0.9027575,0
1115210,what is chaff and flare,8111886,8111886,0.8605157,1
1115210,what is chaff and flare,8111887,8111887,0.85293806,2
1115210,what is chaff and flare,8111885,8111885,0.8506602,3
1115210,what is chaff and flare,8111879,8111879,0.842582,4
1115210,what is chaff and flare,2168224,2168224,0.83116364,5
