qid,docid,docno,rank,score,query
1122767,6179209,6179209,0,24.559814453125,what amino produces carnitine
1122767,2859903,2859903,1,24.186431884765625,what amino produces carnitine
1122767,2019367,2019367,2,24.151878356933597,what amino produces carnitine
1122767,7544609,7544609,3,23.890459060668945,what amino produces carnitine
1122767,2859904,2859904,4,23.87676239013672,what amino produces carnitine
1122767,4824679,4824679,5,23.86200714111328,what amino produces carnitine
1122767,6179207,6179207,6,23.751110076904297,what amino produces carnitine
1122767,3407781,3407781,7,23.672143936157227,what amino produces carnitine
1122767,4550504,4550504,8,23.51578712463379,what amino produces carnitine
1122767,3467786,3467786,9,23.41516876220703,what amino produces carnitine
1122767,8039590,8039590,10,23.316463470458984,what amino produces carnitine
1122767,5877496,5877496,11,23.286325454711918,what amino produces carnitine
1122767,4824681,4824681,12,23.25635528564453,what amino produces carnitine
1122767,5796709,5796709,13,23.130903244018555,what amino produces carnitine
1122767,2859907,2859907,14,22.978290557861328,what amino produces carnitine
1122767,6851717,6851717,15,22.958330154418945,what amino produces carnitine
1122767,1951801,1951801,16,22.93428421020508,what amino produces carnitine
1122767,2859908,2859908,17,22.887496948242188,what amino produces carnitine
1122767,5877500,5877500,18,22.843536376953125,what amino produces carnitine
1122767,4161419,4161419,19,22.78751373291016,what amino produces carnitine
1122767,6851720,6851720,20,22.743736267089844,what amino produces carnitine
1122767,3192617,3192617,21,22.65163230895996,what amino produces carnitine
1122767,468959,468959,22,22.530763626098636,what amino produces carnitine
1122767,8061233,8061233,23,22.494647979736328,what amino produces carnitine
1122767,4824677,4824677,24,22.488460540771484,what amino produces carnitine
1122767,8061226,8061226,25,22.475385665893555,what amino produces carnitine
1122767,2859902,2859902,26,22.47137260437012,what amino produces carnitine
1122767,2019371,2019371,27,22.469575881958008,what amino produces carnitine
1122767,2869517,2869517,28,22.45342445373535,what amino produces carnitine
1122767,1901639,1901639,29,22.41322898864746,what amino produces carnitine
1122767,6179210,6179210,30,22.33831024169922,what amino produces carnitine
1122767,3320220,3320220,31,22.291616439819336,what amino produces carnitine
1122767,6179213,6179213,32,22.19338035583496,what amino produces carnitine
1122767,8039582,8039582,33,22.120162963867188,what amino produces carnitine
1122767,6764249,6764249,34,22.10741424560547,what amino produces carnitine
1122767,4259801,4259801,35,22.069398880004883,what amino produces carnitine
1122767,2912048,2912048,36,21.90893173217773,what amino produces carnitine
1122767,5285491,5285491,37,21.87275695800781,what amino produces carnitine
1122767,4784605,4784605,38,21.752365112304688,what amino produces carnitine
1122767,6739572,6739572,39,21.66490173339844,what amino produces carnitine
1122767,2869521,2869521,40,21.617088317871094,what amino produces carnitine
1122767,1238934,1238934,41,21.592042922973636,what amino produces carnitine
1122767,3559293,3559293,42,21.59173583984375,what amino produces carnitine
1122767,5877499,5877499,43,21.552886962890625,what amino produces carnitine
1122767,1370608,1370608,44,21.520214080810547,what amino produces carnitine
1122767,75236,75236,45,21.50614356994629,what amino produces carnitine
1122767,8146817,8146817,46,21.446645736694336,what amino produces carnitine
1122767,7212679,7212679,47,21.37841415405273,what amino produces carnitine
1122767,3601979,3601979,48,21.356428146362305,what amino produces carnitine
1122767,5796713,5796713,49,21.20441436767578,what amino produces carnitine
1122767,4102083,4102083,50,21.170673370361328,what amino produces carnitine
1122767,3514064,3514064,51,21.168190002441406,what amino produces carnitine
1122767,4973919,4973919,52,21.118087768554688,what amino produces carnitine
1122767,8061228,8061228,53,21.072052001953125,what amino produces carnitine
1122767,1987310,1987310,54,21.019433975219727,what amino produces carnitine
1122767,8039589,8039589,55,21.00968170166016,what amino produces carnitine
1122767,8039587,8039587,56,20.998794555664062,what amino produces carnitine
1122767,2267112,2267112,57,20.977161407470703,what amino produces carnitine
1122767,8146818,8146818,58,20.925891876220703,what amino produces carnitine
1122767,5468407,5468407,59,20.82706451416016,what amino produces carnitine
1122767,884952,884952,60,20.71881866455078,what amino produces carnitine
1122767,5642904,5642904,61,20.666492462158203,what amino produces carnitine
1122767,4973918,4973918,62,20.600753784179688,what amino produces carnitine
1122767,6851716,6851716,63,20.474409103393555,what amino produces carnitine
1122767,3407780,3407780,64,20.44529151916504,what amino produces carnitine
1122767,5877495,5877495,65,20.416996002197266,what amino produces carnitine
1122767,2312345,2312345,66,20.379005432128903,what amino produces carnitine
1122767,8039583,8039583,67,20.37059783935547,what amino produces carnitine
1122767,7863109,7863109,68,20.365966796875,what amino produces carnitine
1122767,1253475,1253475,69,20.33241271972656,what amino produces carnitine
1122767,6946767,6946767,70,20.243492126464844,what amino produces carnitine
1122767,884946,884946,71,20.23809814453125,what amino produces carnitine
1122767,6901879,6901879,72,20.222583770751957,what amino produces carnitine
1122767,7040330,7040330,73,20.15415573120117,what amino produces carnitine
1122767,4824672,4824672,74,20.133529663085938,what amino produces carnitine
1122767,3467791,3467791,75,20.13259506225586,what amino produces carnitine
1122767,6946769,6946769,76,20.060081481933597,what amino produces carnitine
1122767,8061234,8061234,77,20.05301284790039,what amino produces carnitine
1122767,2869515,2869515,78,20.021507263183597,what amino produces carnitine
1122767,916144,916144,79,20.020244598388672,what amino produces carnitine
1122767,458261,458261,80,19.99764633178711,what amino produces carnitine
1122767,506025,506025,81,19.980737686157227,what amino produces carnitine
1122767,4161416,4161416,82,19.97761344909668,what amino produces carnitine
1122767,1489265,1489265,83,19.95247459411621,what amino produces carnitine
1122767,2869516,2869516,84,19.945653915405277,what amino produces carnitine
1122767,348597,348597,85,19.92610740661621,what amino produces carnitine
1122767,5468401,5468401,86,19.9167594909668,what amino produces carnitine
1122767,6946772,6946772,87,19.82369804382324,what amino produces carnitine
1122767,1194291,1194291,88,19.809467315673828,what amino produces carnitine
1122767,6969778,6969778,89,19.802854537963867,what amino produces carnitine
1122767,8603216,8603216,90,19.781923294067383,what amino produces carnitine
1122767,6946774,6946774,91,19.76269149780273,what amino produces carnitine
1122767,6063626,6063626,92,19.750812530517575,what amino produces carnitine
1122767,8326513,8326513,93,19.739206314086918,what amino produces carnitine
1122767,6946771,6946771,94,19.728683471679688,what amino produces carnitine
1122767,4824674,4824674,95,19.722068786621094,what amino produces carnitine
1122767,3368028,3368028,96,19.71382141113281,what amino produces carnitine
1122767,4461306,4461306,97,19.7058048248291,what amino produces carnitine
1122767,6946773,6946773,98,19.70400619506836,what amino produces carnitine
1122767,466849,466849,99,19.68016242980957,what amino produces carnitine
1127540,8726961,8726961,0,27.92613983154297,meaning of shebang
1127540,8726956,8726956,1,27.74256706237793,meaning of shebang
1127540,8726954,8726954,2,27.652008056640625,meaning of shebang
1127540,8726958,8726958,3,27.43529319763184,meaning of shebang
1127540,2044368,2044368,4,27.373062133789062,meaning of shebang
1127540,2044366,2044366,5,26.531963348388672,meaning of shebang
1127540,2044364,2044364,6,26.008617401123047,meaning of shebang
1127540,8726960,8726960,7,24.703540802001957,meaning of shebang
1127540,8726955,8726955,8,24.60689926147461,meaning of shebang
1127540,8726957,8726957,9,24.586669921875,meaning of shebang
1127540,2044372,2044372,10,23.36397171020508,meaning of shebang
1127540,8726963,8726963,11,23.184057235717773,meaning of shebang
1127540,8726962,8726962,12,23.153453826904297,meaning of shebang
1127540,5728324,5728324,13,23.12215805053711,meaning of shebang
1127540,2044369,2044369,14,22.931869506835938,meaning of shebang
1127540,8726959,8726959,15,22.30962371826172,meaning of shebang
1127540,2044371,2044371,16,21.448776245117188,meaning of shebang
1127540,2574460,2574460,17,21.352100372314453,meaning of shebang
1127540,1211118,1211118,18,21.152667999267575,meaning of shebang
1127540,3787184,3787184,19,20.89432144165039,meaning of shebang
1127540,6094308,6094308,20,20.510290145874023,meaning of shebang
1127540,5695961,5695961,21,20.43804931640625,meaning of shebang
1127540,3787182,3787182,22,20.16756820678711,meaning of shebang
1127540,3134960,3134960,23,19.927637100219727,meaning of shebang
1127540,5753339,5753339,24,19.791492462158203,meaning of shebang
1127540,7256212,7256212,25,19.70033264160156,meaning of shebang
1127540,1521795,1521795,26,19.66742706298828,meaning of shebang
1127540,1521797,1521797,27,19.580368041992188,meaning of shebang
1127540,1605215,1605215,28,19.575210571289062,meaning of shebang
1127540,2058024,2058024,29,19.48678207397461,meaning of shebang
1127540,1521793,1521793,30,19.455724716186523,meaning of shebang
1127540,2044370,2044370,31,19.424694061279297,meaning of shebang
1127540,8485923,8485923,32,19.4143123626709,meaning of shebang
1127540,1067934,1067934,33,19.395042419433597,meaning of shebang
1127540,2948536,2948536,34,19.303741455078125,meaning of shebang
1127540,7256213,7256213,35,19.29917907714844,meaning of shebang
1127540,1192890,1192890,36,19.287466049194336,meaning of shebang
1127540,4752710,4752710,37,19.225160598754883,meaning of shebang
1127540,3444211,3444211,38,19.19232940673828,meaning of shebang
1127540,1035226,1035226,39,19.14846420288086,meaning of shebang
1127540,1521802,1521802,40,19.103275299072266,meaning of shebang
1127540,3239092,3239092,41,19.10249328613281,meaning of shebang
1127540,2586984,2586984,42,19.090232849121094,meaning of shebang
1127540,8692000,8692000,43,19.05757522583008,meaning of shebang
1127540,3359370,3359370,44,19.050975799560547,meaning of shebang
1127540,1559029,1559029,45,19.025405883789062,meaning of shebang
1127540,7670097,7670097,46,18.939912796020508,meaning of shebang
1127540,1521794,1521794,47,18.92445373535156,meaning of shebang
1127540,7947397,7947397,48,18.9174861907959,meaning of shebang
1127540,1071912,1071912,49,18.901485443115234,meaning of shebang
1127540,1071918,1071918,50,18.89563369750977,meaning of shebang
1127540,1259597,1259597,51,18.869686126708984,meaning of shebang
1127540,4171415,4171415,52,18.802959442138672,meaning of shebang
1127540,8813861,8813861,53,18.797657012939453,meaning of shebang
1127540,2350171,2350171,54,18.79040908813477,meaning of shebang
1127540,6094311,6094311,55,18.78347396850586,meaning of shebang
1127540,3244533,3244533,56,18.77680778503418,meaning of shebang
1127540,2586986,2586986,57,18.75917625427246,meaning of shebang
1127540,1773904,1773904,58,18.710323333740234,meaning of shebang
1127540,5217734,5217734,59,18.6963005065918,meaning of shebang
1127540,4752707,4752707,60,18.683815002441406,meaning of shebang
1127540,3952503,3952503,61,18.678516387939453,meaning of shebang
1127540,7075111,7075111,62,18.64568328857422,meaning of shebang
1127540,3852373,3852373,63,18.57407760620117,meaning of shebang
1127540,1259593,1259593,64,18.551729202270508,meaning of shebang
1127540,2196684,2196684,65,18.550989151000977,meaning of shebang
1127540,6124210,6124210,66,18.549776077270508,meaning of shebang
1127540,4369252,4369252,67,18.53569793701172,meaning of shebang
1127540,8565526,8565526,68,18.4688777923584,meaning of shebang
1127540,3753661,3753661,69,18.46000289916992,meaning of shebang
1127540,8629946,8629946,70,18.395713806152344,meaning of shebang
1127540,4752703,4752703,71,18.3909912109375,meaning of shebang
1127540,5728333,5728333,72,18.329147338867188,meaning of shebang
1127540,5242332,5242332,73,18.323604583740234,meaning of shebang
1127540,4752704,4752704,74,18.310752868652344,meaning of shebang
1127540,6663175,6663175,75,18.303375244140625,meaning of shebang
1127540,2496268,2496268,76,18.300416946411133,meaning of shebang
1127540,7000971,7000971,77,18.29634475708008,meaning of shebang
1127540,5264629,5264629,78,18.287113189697266,meaning of shebang
1127540,2496267,2496267,79,18.276538848876957,meaning of shebang
1127540,1035229,1035229,80,18.268421173095703,meaning of shebang
1127540,2058019,2058019,81,18.257307052612305,meaning of shebang
1127540,6836744,6836744,82,18.239681243896484,meaning of shebang
1127540,5878783,5878783,83,18.236492156982425,meaning of shebang
1127540,2058016,2058016,84,18.22738647460937,meaning of shebang
1127540,8629945,8629945,85,18.213943481445312,meaning of shebang
1127540,1498378,1498378,86,18.16723251342773,meaning of shebang
1127540,8051794,8051794,87,18.164220809936523,meaning of shebang
1127540,1086066,1086066,88,18.15603446960449,meaning of shebang
1127540,6836742,6836742,89,18.12812042236328,meaning of shebang
1127540,1830090,1830090,90,18.125717163085938,meaning of shebang
1127540,8402118,8402118,91,18.10728073120117,meaning of shebang
1127540,8629942,8629942,92,18.096141815185547,meaning of shebang
1127540,1017704,1017704,93,18.09194564819336,meaning of shebang
1127540,3076215,3076215,94,18.08313751220703,meaning of shebang
1127540,444186,444186,95,18.076438903808597,meaning of shebang
1127540,4510996,4510996,96,18.061080932617188,meaning of shebang
1127540,3295841,3295841,97,18.016809463500977,meaning of shebang
1127540,4470044,4470044,98,18.016679763793945,meaning of shebang
1127540,1017706,1017706,99,18.002620697021484,meaning of shebang
1131069,8432050,8432050,0,25.97118377685547,how many sons robert kraft has
1131069,6907808,6907808,1,24.32068252563477,how many sons robert kraft has
1131069,2805726,2805726,2,24.299510955810547,how many sons robert kraft has
1131069,8432049,8432049,3,23.044109344482425,how many sons robert kraft has
1131069,1780971,1780971,4,22.30418968200684,how many sons robert kraft has
1131069,6907809,6907809,5,22.109638214111328,how many sons robert kraft has
1131069,5834109,5834109,6,21.90300750732422,how many sons robert kraft has
1131069,2578822,2578822,7,21.225738525390625,how many sons robert kraft has
1131069,5455638,5455638,8,21.175485610961918,how many sons robert kraft has
1131069,3042649,3042649,9,21.14615821838379,how many sons robert kraft has
1131069,5684156,5684156,10,21.071632385253903,how many sons robert kraft has
1131069,1320322,1320322,11,21.03173065185547,how many sons robert kraft has
1131069,2578817,2578817,12,21.00394058227539,how many sons robert kraft has
1131069,2614315,2614315,13,20.96597671508789,how many sons robert kraft has
1131069,7358951,7358951,14,20.915679931640625,how many sons robert kraft has
1131069,5459465,5459465,15,20.8790225982666,how many sons robert kraft has
1131069,8432048,8432048,16,20.841943740844727,how many sons robert kraft has
1131069,2394221,2394221,17,20.810283660888672,how many sons robert kraft has
1131069,2651294,2651294,18,20.78593063354492,how many sons robert kraft has
1131069,1054519,1054519,19,20.775325775146484,how many sons robert kraft has
1131069,7962538,7962538,20,20.705474853515625,how many sons robert kraft has
1131069,6092366,6092366,21,20.701133728027344,how many sons robert kraft has
1131069,5292363,5292363,22,20.67578887939453,how many sons robert kraft has
1131069,8365098,8365098,23,20.674448013305664,how many sons robert kraft has
1131069,7342928,7342928,24,20.65019416809082,how many sons robert kraft has
1131069,3025522,3025522,25,20.620529174804688,how many sons robert kraft has
1131069,2783520,2783520,26,20.606502532958984,how many sons robert kraft has
1131069,5832672,5832672,27,20.57846069335937,how many sons robert kraft has
1131069,5488948,5488948,28,20.560413360595703,how many sons robert kraft has
1131069,2785210,2785210,29,20.54568099975586,how many sons robert kraft has
1131069,2075879,2075879,30,20.53561782836914,how many sons robert kraft has
1131069,2713202,2713202,31,20.53424835205078,how many sons robert kraft has
1131069,3994064,3994064,32,20.52310562133789,how many sons robert kraft has
1131069,5455643,5455643,33,20.515249252319336,how many sons robert kraft has
1131069,2275210,2275210,34,20.493900299072266,how many sons robert kraft has
1131069,1491231,1491231,35,20.485445022583008,how many sons robert kraft has
1131069,4311898,4311898,36,20.478206634521484,how many sons robert kraft has
1131069,6447001,6447001,37,20.455543518066406,how many sons robert kraft has
1131069,5684159,5684159,38,20.42920684814453,how many sons robert kraft has
1131069,5645482,5645482,39,20.418651580810547,how many sons robert kraft has
1131069,4937967,4937967,40,20.41832733154297,how many sons robert kraft has
1131069,5834110,5834110,41,20.414600372314453,how many sons robert kraft has
1131069,4593036,4593036,42,20.39264297485352,how many sons robert kraft has
1131069,5130655,5130655,43,20.38378524780273,how many sons robert kraft has
1131069,4882959,4882959,44,20.34961700439453,how many sons robert kraft has
1131069,7943849,7943849,45,20.348339080810547,how many sons robert kraft has
1131069,2383411,2383411,46,20.345436096191406,how many sons robert kraft has
1131069,3016745,3016745,47,20.334184646606445,how many sons robert kraft has
1131069,5843920,5843920,48,20.33391761779785,how many sons robert kraft has
1131069,3324946,3324946,49,20.312196731567383,how many sons robert kraft has
1131069,1054516,1054516,50,20.294219970703125,how many sons robert kraft has
1131069,8772624,8772624,51,20.29129409790039,how many sons robert kraft has
1131069,5455636,5455636,52,20.287891387939453,how many sons robert kraft has
1131069,6284569,6284569,53,20.24300765991211,how many sons robert kraft has
1131069,1237300,1237300,54,20.23643684387207,how many sons robert kraft has
1131069,7756362,7756362,55,20.222198486328125,how many sons robert kraft has
1131069,5455642,5455642,56,20.2072868347168,how many sons robert kraft has
1131069,6902801,6902801,57,20.19981002807617,how many sons robert kraft has
1131069,3312547,3312547,58,20.183765411376957,how many sons robert kraft has
1131069,5832667,5832667,59,20.17980194091797,how many sons robert kraft has
1131069,7345685,7345685,60,20.17115020751953,how many sons robert kraft has
1131069,3166508,3166508,61,20.154560089111328,how many sons robert kraft has
1131069,6404698,6404698,62,20.135082244873047,how many sons robert kraft has
1131069,2980276,2980276,63,20.133363723754883,how many sons robert kraft has
1131069,3385856,3385856,64,20.133285522460938,how many sons robert kraft has
1131069,3344773,3344773,65,20.129940032958984,how many sons robert kraft has
1131069,3750847,3750847,66,20.12484741210937,how many sons robert kraft has
1131069,1775009,1775009,67,20.11246109008789,how many sons robert kraft has
1131069,4381874,4381874,68,20.106674194335938,how many sons robert kraft has
1131069,1627670,1627670,69,20.10663604736328,how many sons robert kraft has
1131069,2529340,2529340,70,20.096508026123047,how many sons robert kraft has
1131069,2196162,2196162,71,20.09615898132324,how many sons robert kraft has
1131069,4895237,4895237,72,20.086471557617188,how many sons robert kraft has
1131069,6527404,6527404,73,20.07565116882324,how many sons robert kraft has
1131069,2578816,2578816,74,20.07508087158203,how many sons robert kraft has
1131069,4882952,4882952,75,20.071292877197266,how many sons robert kraft has
1131069,5684161,5684161,76,20.06521987915039,how many sons robert kraft has
1131069,6445201,6445201,77,20.05848693847656,how many sons robert kraft has
1131069,6240969,6240969,78,20.05486488342285,how many sons robert kraft has
1131069,5254287,5254287,79,20.04913330078125,how many sons robert kraft has
1131069,4763824,4763824,80,20.047780990600582,how many sons robert kraft has
1131069,7613197,7613197,81,20.0477294921875,how many sons robert kraft has
1131069,8578469,8578469,82,20.019969940185547,how many sons robert kraft has
1131069,4761720,4761720,83,20.00523376464844,how many sons robert kraft has
1131069,1337036,1337036,84,20.00363540649414,how many sons robert kraft has
1131069,8364588,8364588,85,20.00270652770996,how many sons robert kraft has
1131069,2319651,2319651,86,19.995058059692383,how many sons robert kraft has
1131069,7703811,7703811,87,19.99186897277832,how many sons robert kraft has
1131069,1064280,1064280,88,19.99044418334961,how many sons robert kraft has
1131069,2529338,2529338,89,19.98523712158203,how many sons robert kraft has
1131069,7610004,7610004,90,19.98238182067871,how many sons robert kraft has
1131069,2614322,2614322,91,19.981563568115234,how many sons robert kraft has
1131069,8014956,8014956,92,19.974891662597656,how many sons robert kraft has
1131069,8364701,8364701,93,19.968414306640625,how many sons robert kraft has
1131069,6154671,6154671,94,19.96503257751465,how many sons robert kraft has
1131069,2012755,2012755,95,19.95406723022461,how many sons robert kraft has
1131069,2665880,2665880,96,19.953760147094727,how many sons robert kraft has
1131069,7275761,7275761,97,19.953096389770508,how many sons robert kraft has
1131069,6484,6484,98,19.93253898620605,how many sons robert kraft has
1131069,5684162,5684162,99,19.930395126342773,how many sons robert kraft has
1132532,1976995,1976995,0,22.98512077331543,average annual income data analyst
1132532,6176606,6176606,1,22.678306579589844,average annual income data analyst
1132532,3894151,3894151,2,22.403247833251957,average annual income data analyst
1132532,6832788,6832788,3,22.00558853149414,average annual income data analyst
1132532,331543,331543,4,21.981687545776367,average annual income data analyst
1132532,6544767,6544767,5,21.945777893066406,average annual income data analyst
1132532,6176605,6176605,6,21.877582550048828,average annual income data analyst
1132532,40091,40091,7,21.84824562072754,average annual income data analyst
1132532,3894153,3894153,8,21.83945846557617,average annual income data analyst
1132532,677956,677956,9,21.836502075195312,average annual income data analyst
1132532,4851677,4851677,10,21.80337142944336,average annual income data analyst
1132532,8307661,8307661,11,21.799854278564453,average annual income data analyst
1132532,4851673,4851673,12,21.78411102294922,average annual income data analyst
1132532,8136006,8136006,13,21.77565193176269,average annual income data analyst
1132532,5053525,5053525,14,21.75693130493164,average annual income data analyst
1132532,569543,569543,15,21.72785186767578,average annual income data analyst
1132532,1245511,1245511,16,21.7205753326416,average annual income data analyst
1132532,6189367,6189367,17,21.71990203857422,average annual income data analyst
1132532,5415207,5415207,18,21.69161605834961,average annual income data analyst
1132532,5041349,5041349,19,21.607126235961918,average annual income data analyst
1132532,7476240,7476240,20,21.58875846862793,average annual income data analyst
1132532,6417121,6417121,21,21.49311828613281,average annual income data analyst
1132532,2871642,2871642,22,21.474136352539062,average annual income data analyst
1132532,6970082,6970082,23,21.470245361328125,average annual income data analyst
1132532,7229961,7229961,24,21.44592666625977,average annual income data analyst
1132532,5551260,5551260,25,21.407012939453125,average annual income data analyst
1132532,8307656,8307656,26,21.393478393554688,average annual income data analyst
1132532,1286502,1286502,27,21.38265609741211,average annual income data analyst
1132532,4280719,4280719,28,21.38095092773437,average annual income data analyst
1132532,1554004,1554004,29,21.369892120361328,average annual income data analyst
1132532,8318622,8318622,30,21.34235000610352,average annual income data analyst
1132532,23966,23966,31,21.30646133422852,average annual income data analyst
1132532,5386593,5386593,32,21.305496215820312,average annual income data analyst
1132532,6772437,6772437,33,21.284868240356445,average annual income data analyst
1132532,661412,661412,34,21.27532958984375,average annual income data analyst
1132532,1589560,1589560,35,21.267465591430664,average annual income data analyst
1132532,5033984,5033984,36,21.25971794128418,average annual income data analyst
1132532,2451609,2451609,37,21.25165367126465,average annual income data analyst
1132532,6120875,6120875,38,21.24555206298828,average annual income data analyst
1132532,7812842,7812842,39,21.206836700439453,average annual income data analyst
1132532,524419,524419,40,21.183500289916992,average annual income data analyst
1132532,1149457,1149457,41,21.171859741210938,average annual income data analyst
1132532,3643206,3643206,42,21.154056549072266,average annual income data analyst
1132532,1568459,1568459,43,21.14594841003418,average annual income data analyst
1132532,8413226,8413226,44,21.13821792602539,average annual income data analyst
1132532,1554003,1554003,45,21.130586624145508,average annual income data analyst
1132532,8516589,8516589,46,21.127307891845703,average annual income data analyst
1132532,5839549,5839549,47,21.125885009765625,average annual income data analyst
1132532,3173194,3173194,48,21.1207275390625,average annual income data analyst
1132532,3298981,3298981,49,21.12071418762207,average annual income data analyst
1132532,3797904,3797904,50,21.11853408813477,average annual income data analyst
1132532,4610242,4610242,51,21.093246459960938,average annual income data analyst
1132532,4216582,4216582,52,21.091716766357425,average annual income data analyst
1132532,7543164,7543164,53,21.087282180786133,average annual income data analyst
1132532,23962,23962,54,21.06576156616211,average annual income data analyst
1132532,8307662,8307662,55,21.064083099365234,average annual income data analyst
1132532,6132591,6132591,56,21.04442596435547,average annual income data analyst
1132532,4477761,4477761,57,21.031513214111328,average annual income data analyst
1132532,2309734,2309734,58,21.01287269592285,average annual income data analyst
1132532,2181850,2181850,59,20.99735641479492,average annual income data analyst
1132532,2293759,2293759,60,20.993745803833008,average annual income data analyst
1132532,23960,23960,61,20.968250274658203,average annual income data analyst
1132532,6950258,6950258,62,20.96526336669922,average annual income data analyst
1132532,8624241,8624241,63,20.95772171020508,average annual income data analyst
1132532,7061215,7061215,64,20.94981002807617,average annual income data analyst
1132532,6142066,6142066,65,20.93678855895996,average annual income data analyst
1132532,5510988,5510988,66,20.92926788330078,average annual income data analyst
1132532,2387625,2387625,67,20.91241455078125,average annual income data analyst
1132532,2434737,2434737,68,20.90923500061035,average annual income data analyst
1132532,8628993,8628993,69,20.89251708984375,average annual income data analyst
1132532,4298726,4298726,70,20.887563705444336,average annual income data analyst
1132532,331542,331542,71,20.886343002319336,average annual income data analyst
1132532,2536147,2536147,72,20.83702087402344,average annual income data analyst
1132532,5636113,5636113,73,20.82638931274414,average annual income data analyst
1132532,6772435,6772435,74,20.80828094482422,average annual income data analyst
1132532,3298976,3298976,75,20.784473419189453,average annual income data analyst
1132532,1133607,1133607,76,20.778114318847656,average annual income data analyst
1132532,5143518,5143518,77,20.777393341064453,average annual income data analyst
1132532,3700641,3700641,78,20.77493095397949,average annual income data analyst
1132532,5580276,5580276,79,20.771907806396484,average annual income data analyst
1132532,23959,23959,80,20.76825714111328,average annual income data analyst
1132532,6189369,6189369,81,20.767337799072266,average annual income data analyst
1132532,5599761,5599761,82,20.732013702392575,average annual income data analyst
1132532,7496688,7496688,83,20.729480743408203,average annual income data analyst
1132532,2137167,2137167,84,20.72811889648437,average annual income data analyst
1132532,6220517,6220517,85,20.726402282714844,average annual income data analyst
1132532,5883146,5883146,86,20.72125625610352,average annual income data analyst
1132532,8243449,8243449,87,20.703933715820312,average annual income data analyst
1132532,4047933,4047933,88,20.70238876342773,average annual income data analyst
1132532,7656486,7656486,89,20.697059631347656,average annual income data analyst
1132532,3755253,3755253,90,20.693767547607425,average annual income data analyst
1132532,7496694,7496694,91,20.693344116210938,average annual income data analyst
1132532,665384,665384,92,20.67993927001953,average annual income data analyst
1132532,982390,982390,93,20.67428207397461,average annual income data analyst
1132532,1110580,1110580,94,20.647798538208008,average annual income data analyst
1132532,6320791,6320791,95,20.64736557006836,average annual income data analyst
1132532,7229959,7229959,96,20.646862030029297,average annual income data analyst
1132532,6322884,6322884,97,20.643922805786133,average annual income data analyst
1132532,1335817,1335817,98,20.6430606842041,average annual income data analyst
1132532,5690320,5690320,99,20.6384334564209,average annual income data analyst
1133579,1817055,1817055,0,23.63665008544922,how does granulation tissue start
1133579,3691482,3691482,1,23.5756950378418,how does granulation tissue start
1133579,3691486,3691486,2,23.33066940307617,how does granulation tissue start
1133579,5277543,5277543,3,22.83158302307129,how does granulation tissue start
1133579,3841452,3841452,4,22.65929412841797,how does granulation tissue start
1133579,4931644,4931644,5,22.62032699584961,how does granulation tissue start
1133579,2067544,2067544,6,22.27594757080078,how does granulation tissue start
1133579,733206,733206,7,22.22606468200684,how does granulation tissue start
1133579,6252755,6252755,8,22.07206344604492,how does granulation tissue start
1133579,8379131,8379131,9,22.043514251708984,how does granulation tissue start
1133579,733205,733205,10,21.90098762512207,how does granulation tissue start
1133579,733202,733202,11,21.838191986083984,how does granulation tissue start
1133579,4931641,4931641,12,21.798139572143555,how does granulation tissue start
1133579,8379132,8379132,13,21.761947631835938,how does granulation tissue start
1133579,4057642,4057642,14,21.75313949584961,how does granulation tissue start
1133579,5801087,5801087,15,21.739503860473636,how does granulation tissue start
1133579,7011718,7011718,16,21.631988525390625,how does granulation tissue start
1133579,6252760,6252760,17,21.62798309326172,how does granulation tissue start
1133579,4931642,4931642,18,21.592174530029297,how does granulation tissue start
1133579,8220878,8220878,19,21.57772445678711,how does granulation tissue start
1133579,733209,733209,20,21.533002853393555,how does granulation tissue start
1133579,8379135,8379135,21,21.35657501220703,how does granulation tissue start
1133579,2130044,2130044,22,21.215312957763672,how does granulation tissue start
1133579,4274863,4274863,23,21.14497756958008,how does granulation tissue start
1133579,2623943,2623943,24,21.025375366210938,how does granulation tissue start
1133579,5277542,5277542,25,21.000629425048828,how does granulation tissue start
1133579,8220872,8220872,26,20.973129272460938,how does granulation tissue start
1133579,2130045,2130045,27,20.97034454345703,how does granulation tissue start
1133579,733211,733211,28,20.92440414428711,how does granulation tissue start
1133579,1200780,1200780,29,20.911531448364254,how does granulation tissue start
1133579,6843457,6843457,30,20.86976623535156,how does granulation tissue start
1133579,5719612,5719612,31,20.85630416870117,how does granulation tissue start
1133579,1817052,1817052,32,20.800369262695312,how does granulation tissue start
1133579,1318194,1318194,33,20.793533325195312,how does granulation tissue start
1133579,1200778,1200778,34,20.79290580749512,how does granulation tissue start
1133579,1659308,1659308,35,20.73839569091797,how does granulation tissue start
1133579,2829602,2829602,36,20.67526626586914,how does granulation tissue start
1133579,4931643,4931643,37,20.660058975219727,how does granulation tissue start
1133579,1694485,1694485,38,20.451913833618164,how does granulation tissue start
1133579,8102278,8102278,39,20.417560577392575,how does granulation tissue start
1133579,324450,324450,40,20.385799407958984,how does granulation tissue start
1133579,8587177,8587177,41,20.33735656738281,how does granulation tissue start
1133579,733203,733203,42,20.30463409423828,how does granulation tissue start
1133579,3586124,3586124,43,20.18882942199707,how does granulation tissue start
1133579,2180172,2180172,44,20.185047149658203,how does granulation tissue start
