qid,query,docno,docid,score,rank
264014,how long is life cycle of flea,667686,667686,0.8958604,99
264014,how long is life cycle of flea,3601328,3601328,0.8957603,100
264014,how long is life cycle of flea,5635522,5635522,0.89563715,101
264014,how long is life cycle of flea,5611217,5611217,0.89553535,102
264014,how long is life cycle of flea,331928,331928,0.89480686,103
264014,how long is life cycle of flea,58387,58387,0.8945186,104
264014,how long is life cycle of flea,4825863,4825863,0.8944956,105
264014,how long is life cycle of flea,6413951,6413951,0.8944353,106
264014,how long is life cycle of flea,6501719,6501719,0.89408237,107
264014,how long is life cycle of flea,2572557,2572557,0.8938747,108
264014,how long is life cycle of flea,4710717,4710717,0.8936473,109
264014,how long is life cycle of flea,7984348,7984348,0.89357024,110
264014,how long is life cycle of flea,5950724,5950724,0.8934495,111
264014,how long is life cycle of flea,5583424,5583424,0.89340675,112
264014,how long is life cycle of flea,528378,528378,0.89318085,113
264014,how long is life cycle of flea,7326932,7326932,0.89307463,114
264014,how long is life cycle of flea,5849271,5849271,0.8925321,115
264014,how long is life cycle of flea,5583426,5583426,0.8925128,116
264014,how long is life cycle of flea,5269173,5269173,0.89203787,117
264014,how long is life cycle of flea,5611213,5611213,0.8920038,118
264014,how long is life cycle of flea,8801661,8801661,0.8918497,119
1121402,what can contour plowing reduce,8052624,8052624,0.91959727,0
1121402,what can contour plowing reduce,188213,188213,0.9147161,1
1121402,what can contour plowing reduce,182372,182372,0.9096377,2
1121402,what can contour plowing reduce,182369,182369,0.90861076,3
1121402,what can contour plowing reduce,7125980,7125980,0.90788984,4
1121402,what can contour plowing reduce,8052621,8052621,0.90776014,5
1121402,what can contour plowing reduce,8052620,8052620,0.9075513,6
1121402,what can contour plowing reduce,5189913,5189913,0.90744364,7
1121402,what can contour plowing reduce,7125983,7125983,0.9069954,8
1121402,what can contour plowing reduce,3785308,3785308,0.90086555,9
1121402,what can contour plowing reduce,188216,188216,0.89974236,10
1121402,what can contour plowing reduce,7125981,7125981,0.8965651,11
1121402,what can contour plowing reduce,3785309,3785309,0.89526564,12
1121402,what can contour plowing reduce,8052617,8052617,0.8946989,13
1121402,what can contour plowing reduce,7125987,7125987,0.8930464,14
1121402,what can contour plowing reduce,8052623,8052623,0.8901044,15
1121402,what can contour plowing reduce,3785310,3785310,0.88890564,16
1121402,what can contour plowing reduce,3511789,3511789,0.8883923,17
1121402,what can contour plowing reduce,188217,188217,0.8878712,18
1121402,what can contour plowing reduce,188215,188215,0.88686323,19
1121402,what can contour plowing reduce,7125985,7125985,0.88623637,20
1121402,what can contour plowing reduce,182368,182368,0.88455033,21
1121402,what can contour plowing reduce,188218,188218,0.88189995,22
1121402,what can contour plowing reduce,7125978,7125978,0.8798593,23
1121402,what can contour plowing reduce,182367,182367,0.8798182,24
1121402,what can contour plowing reduce,188214,188214,0.87705636,25
1121402,what can contour plowing reduce,3785307,3785307,0.87702096,26
1121402,what can contour plowing reduce,8052619,8052619,0.87094367,27
1121402,what can contour plowing reduce,182364,182364,0.86980045,28
1121402,what can contour plowing reduce,188211,188211,0.8685893,29
1121402,what can contour plowing reduce,188209,188209,0.86772025,30
1121402,what can contour plowing reduce,182366,182366,0.8658263,31
1121402,what can contour plowing reduce,182371,182371,0.86313295,32
1121402,what can contour plowing reduce,8052622,8052622,0.8580086,33
1121402,what can contour plowing reduce,182365,182365,0.85675967,34
1121402,what can contour plowing reduce,188210,188210,0.85468936,35
1121402,what can contour plowing reduce,2042119,2042119,0.8541436,36
1121402,what can contour plowing reduce,7489487,7489487,0.8534895,37
1121402,what can contour plowing reduce,1902388,1902388,0.8523171,38
1121402,what can contour plowing reduce,1323047,1323047,0.852034,39
1121402,what can contour plowing reduce,1249687,1249687,0.8514739,40
1121402,what can contour plowing reduce,8376430,8376430,0.8514532,41
1121402,what can contour plowing reduce,1323048,1323048,0.84984183,42
1121402,what can contour plowing reduce,7134098,7134098,0.84604865,43
1121402,what can contour plowing reduce,4449258,4449258,0.8452238,44
1121402,what can contour plowing reduce,7142994,7142994,0.84488034,45
1121402,what can contour plowing reduce,1429447,1429447,0.8447534,46
1121402,what can contour plowing reduce,43770,43770,0.8441596,47
1121402,what can contour plowing reduce,4620827,4620827,0.84399265,48
1121402,what can contour plowing reduce,7125982,7125982,0.84288037,49
1121402,what can contour plowing reduce,6001847,6001847,0.84178644,50
1121402,what can contour plowing reduce,4893520,4893520,0.8413179,51
1121402,what can contour plowing reduce,7489486,7489486,0.84092563,52
1121402,what can contour plowing reduce,3674187,3674187,0.83873606,53
1121402,what can contour plowing reduce,182370,182370,0.83758086,54
1121402,what can contour plowing reduce,4620823,4620823,0.8375547,55
1121402,what can contour plowing reduce,2191941,2191941,0.83745575,56
1121402,what can contour plowing reduce,8235730,8235730,0.8367355,57
1121402,what can contour plowing reduce,5662146,5662146,0.8355529,58
1121402,what can contour plowing reduce,3511794,3511794,0.83532727,59
1121402,what can contour plowing reduce,4140829,4140829,0.8348754,60
1121402,what can contour plowing reduce,3412909,3412909,0.8340484,61
1121402,what can contour plowing reduce,8832490,8832490,0.8329699,62
1121402,what can contour plowing reduce,18281,18281,0.8325571,63
1121402,what can contour plowing reduce,8542629,8542629,0.83239853,64
1121402,what can contour plowing reduce,3412904,3412904,0.8322399,65
1121402,what can contour plowing reduce,3902564,3902564,0.83169734,66
1121402,what can contour plowing reduce,2568003,2568003,0.8316498,67
1121402,what can contour plowing reduce,2681045,2681045,0.8314483,68
1121402,what can contour plowing reduce,182373,182373,0.83143914,69
1121402,what can contour plowing reduce,8390952,8390952,0.8311618,70
1121402,what can contour plowing reduce,5894958,5894958,0.83072734,71
1121402,what can contour plowing reduce,4140833,4140833,0.8303038,72
1121402,what can contour plowing reduce,465109,465109,0.8300364,73
1121402,what can contour plowing reduce,1275439,1275439,0.8300027,74
1121402,what can contour plowing reduce,8089444,8089444,0.8293284,75
1121402,what can contour plowing reduce,3785303,3785303,0.82916784,76
1121402,what can contour plowing reduce,1917419,1917419,0.8288448,77
1121402,what can contour plowing reduce,7489488,7489488,0.82747495,78
1121402,what can contour plowing reduce,7017644,7017644,0.82733274,79
1121402,what can contour plowing reduce,53694,53694,0.82730293,80
1121402,what can contour plowing reduce,993571,993571,0.82701504,81
1121402,what can contour plowing reduce,1249689,1249689,0.8268498,82
1121402,what can contour plowing reduce,1902392,1902392,0.8266938,83
1121402,what can contour plowing reduce,7572308,7572308,0.8266115,84
1121402,what can contour plowing reduce,4263366,4263366,0.82621294,85
1121402,what can contour plowing reduce,2633464,2633464,0.82599187,86
1121402,what can contour plowing reduce,6371839,6371839,0.8256124,87
1121402,what can contour plowing reduce,3511795,3511795,0.8253197,88
1121402,what can contour plowing reduce,4305981,4305981,0.82490706,89
1121402,what can contour plowing reduce,4449267,4449267,0.8244926,90
1121402,what can contour plowing reduce,625220,625220,0.8243785,91
1121402,what can contour plowing reduce,7775354,7775354,0.824255,92
1121402,what can contour plowing reduce,6319745,6319745,0.8241065,93
1121402,what can contour plowing reduce,1249686,1249686,0.82399607,94
1121402,what can contour plowing reduce,6131744,6131744,0.8238656,95
1121402,what can contour plowing reduce,4085753,4085753,0.82369053,96
1121402,what can contour plowing reduce,935736,935736,0.8236879,97
1121402,what can contour plowing reduce,5189914,5189914,0.82352376,98
1121402,what can contour plowing reduce,2070709,2070709,0.8231982,99
1121402,what can contour plowing reduce,6392403,6392403,0.8231952,100
1121402,what can contour plowing reduce,7922814,7922814,0.823083,101
1121402,what can contour plowing reduce,18279,18279,0.82300174,102
1121402,what can contour plowing reduce,5662148,5662148,0.8226151,103
1121402,what can contour plowing reduce,5095832,5095832,0.8226128,104
1121402,what can contour plowing reduce,5662147,5662147,0.82249856,105
1121402,what can contour plowing reduce,6371843,6371843,0.8224342,106
1121402,what can contour plowing reduce,2877176,2877176,0.82223,107
1121402,what can contour plowing reduce,5538762,5538762,0.82194215,108
1121402,what can contour plowing reduce,993565,993565,0.82185733,109
1121402,what can contour plowing reduce,4646482,4646482,0.8217974,110
1121402,what can contour plowing reduce,2049363,2049363,0.82176673,111
1121402,what can contour plowing reduce,3752229,3752229,0.8217344,112
1121402,what can contour plowing reduce,7450846,7450846,0.8216362,113
1121402,what can contour plowing reduce,5662144,5662144,0.8216264,114
1121402,what can contour plowing reduce,6198238,6198238,0.82158077,115
1121402,what can contour plowing reduce,6887498,6887498,0.82151294,116
1121402,what can contour plowing reduce,6875666,6875666,0.821375,117
1121402,what can contour plowing reduce,8070267,8070267,0.8213671,118
1121402,what can contour plowing reduce,688372,688372,0.82128024,119
962179,when was the salvation army founded,2978866,2978866,0.90048075,0
962179,when was the salvation army founded,8785371,8785371,0.89835286,1
962179,when was the salvation army founded,5653659,5653659,0.88772166,2
962179,when was the salvation army founded,5919340,5919340,0.8839859,3
962179,when was the salvation army founded,4606386,4606386,0.8831948,4
962179,when was the salvation army founded,2978869,2978869,0.88019097,5
962179,when was the salvation army founded,6898289,6898289,0.8794901,6
962179,when was the salvation army founded,8785374,8785374,0.8731044,7
962179,when was the salvation army founded,534563,534563,0.8721317,8
962179,when was the salvation army founded,4511499,4511499,0.871089,9
962179,when was the salvation army founded,2329699,2329699,0.8708908,10
962179,when was the salvation army founded,2978864,2978864,0.8703486,11
962179,when was the salvation army founded,1645080,1645080,0.8638977,12
962179,when was the salvation army founded,536176,536176,0.8613352,13
962179,when was the salvation army founded,8785369,8785369,0.860815,14
962179,when was the salvation army founded,5919342,5919342,0.8600284,15
962179,when was the salvation army founded,6980697,6980697,0.8588336,16
962179,when was the salvation army founded,3705165,3705165,0.8551452,17
962179,when was the salvation army founded,6675262,6675262,0.8529701,18
962179,when was the salvation army founded,4511503,4511503,0.8526753,19
962179,when was the salvation army founded,2329697,2329697,0.8518126,20
962179,when was the salvation army founded,2978871,2978871,0.848287,21
962179,when was the salvation army founded,2329696,2329696,0.8482655,22
962179,when was the salvation army founded,2978868,2978868,0.847587,23
962179,when was the salvation army founded,8785373,8785373,0.8469584,24
962179,when was the salvation army founded,4257873,4257873,0.8453343,25
962179,when was the salvation army founded,8785368,8785368,0.84475267,26
962179,when was the salvation army founded,2329700,2329700,0.8441762,27
962179,when was the salvation army founded,2978865,2978865,0.84349376,28
962179,when was the salvation army founded,4257872,4257872,0.8433062,29
962179,when was the salvation army founded,2978870,2978870,0.8407886,30
962179,when was the salvation army founded,4606388,4606388,0.84055793,31
962179,when was the salvation army founded,4257871,4257871,0.8398147,32
962179,when was the salvation army founded,6675264,6675264,0.8394704,33
962179,when was the salvation army founded,2329693,2329693,0.8382201,34
962179,when was the salvation army founded,6898293,6898293,0.8364239,35
962179,when was the salvation army founded,5653656,5653656,0.83626133,36
962179,when was the salvation army founded,4606387,4606387,0.8361869,37
962179,when was the salvation army founded,8785375,8785375,0.8347362,38
962179,when was the salvation army founded,2978863,2978863,0.83405304,39
962179,when was the salvation army founded,2329701,2329701,0.83335483,40
962179,when was the salvation army founded,2697161,2697161,0.8326929,41
962179,when was the salvation army founded,7733807,7733807,0.8323959,42
962179,when was the salvation army founded,6904863,6904863,0.83235705,43
962179,when was the salvation army founded,2329692,2329692,0.83060694,44
962179,when was the salvation army founded,1882903,1882903,0.8303551,45
962179,when was the salvation army founded,7428149,7428149,0.82961035,46
962179,when was the salvation army founded,8785372,8785372,0.82909167,47
962179,when was the salvation army founded,2978867,2978867,0.8289982,48
962179,when was the salvation army founded,536177,536177,0.8285974,49
962179,when was the salvation army founded,3422319,3422319,0.8277072,50
962179,when was the salvation army founded,2589902,2589902,0.82675004,51
962179,when was the salvation army founded,7126025,7126025,0.8262022,52
962179,when was the salvation army founded,6904862,6904862,0.82523346,53
962179,when was the salvation army founded,1237998,1237998,0.8228948,54
962179,when was the salvation army founded,3173625,3173625,0.8225273,55
962179,when was the salvation army founded,2131895,2131895,0.8225272,56
962179,when was the salvation army founded,302867,302867,0.8217124,57
962179,when was the salvation army founded,931123,931123,0.8209046,58
962179,when was the salvation army founded,8785370,8785370,0.8207339,59
962179,when was the salvation army founded,220191,220191,0.82065785,60
962179,when was the salvation army founded,5329867,5329867,0.82052374,61
962179,when was the salvation army founded,4610583,4610583,0.82035255,62
962179,when was the salvation army founded,3173623,3173623,0.8198188,63
962179,when was the salvation army founded,6904860,6904860,0.8194978,64
962179,when was the salvation army founded,302861,302861,0.81936836,65
962179,when was the salvation army founded,5653655,5653655,0.81898934,66
962179,when was the salvation army founded,2978862,2978862,0.8174154,67
962179,when was the salvation army founded,8768354,8768354,0.81663966,68
962179,when was the salvation army founded,2329695,2329695,0.81621945,69
962179,when was the salvation army founded,6675259,6675259,0.8162007,70
962179,when was the salvation army founded,8032264,8032264,0.81618,71
962179,when was the salvation army founded,6904859,6904859,0.8160161,72
962179,when was the salvation army founded,8689059,8689059,0.81598365,73
962179,when was the salvation army founded,7733810,7733810,0.81591207,74
962179,when was the salvation army founded,65091,65091,0.81588966,75
962179,when was the salvation army founded,6904861,6904861,0.81559837,76
962179,when was the salvation army founded,5653657,5653657,0.8152329,77
962179,when was the salvation army founded,3046928,3046928,0.8150429,78
962179,when was the salvation army founded,785166,785166,0.81491584,79
962179,when was the salvation army founded,65093,65093,0.81459427,80
962179,when was the salvation army founded,1905057,1905057,0.81423724,81
962179,when was the salvation army founded,8746011,8746011,0.8141688,82
962179,when was the salvation army founded,1239614,1239614,0.8135104,83
962179,when was the salvation army founded,2329694,2329694,0.81299824,84
962179,when was the salvation army founded,5305190,5305190,0.81296945,85
962179,when was the salvation army founded,8436385,8436385,0.81282103,86
962179,when was the salvation army founded,536178,536178,0.8127778,87
962179,when was the salvation army founded,5642474,5642474,0.8120517,88
962179,when was the salvation army founded,931127,931127,0.812026,89
962179,when was the salvation army founded,931126,931126,0.81190777,90
962179,when was the salvation army founded,2121342,2121342,0.8114741,91
962179,when was the salvation army founded,2582008,2582008,0.81111896,92
962179,when was the salvation army founded,3718554,3718554,0.81111264,93
962179,when was the salvation army founded,6898295,6898295,0.8110093,94
962179,when was the salvation army founded,8041699,8041699,0.81089294,95
962179,when was the salvation army founded,15378,15378,0.810766,96
962179,when was the salvation army founded,4511502,4511502,0.8105066,97
962179,when was the salvation army founded,2589904,2589904,0.81011856,98
962179,when was the salvation army founded,4606384,4606384,0.8100865,99
962179,when was the salvation army founded,8388582,8388582,0.80999196,100
962179,when was the salvation army founded,3896629,3896629,0.80995274,101
962179,when was the salvation army founded,8148718,8148718,0.80991507,102
962179,when was the salvation army founded,3628302,3628302,0.8097273,103
962179,when was the salvation army founded,6575565,6575565,0.809633,104
962179,when was the salvation army founded,1207691,1207691,0.80958486,105
962179,when was the salvation army founded,3605882,3605882,0.8094971,106
962179,when was the salvation army founded,6575558,6575558,0.8090855,107
962179,when was the salvation army founded,931124,931124,0.8090695,108
962179,when was the salvation army founded,2215337,2215337,0.8089117,109
962179,when was the salvation army founded,7822425,7822425,0.8088697,110
962179,when was the salvation army founded,1162703,1162703,0.8088298,111
962179,when was the salvation army founded,4610590,4610590,0.808802,112
962179,when was the salvation army founded,931120,931120,0.80842376,113
962179,when was the salvation army founded,8811420,8811420,0.80820525,114
962179,when was the salvation army founded,5105556,5105556,0.80776334,115
962179,when was the salvation army founded,4760188,4760188,0.80770993,116
962179,when was the salvation army founded,2890208,2890208,0.8076122,117
962179,when was the salvation army founded,6575563,6575563,0.80747867,118
962179,when was the salvation army founded,3132727,3132727,0.8073504,119
1117099,what is a active margin,6122722,6122722,0.88716495,0
1117099,what is a active margin,8446505,8446505,0.8707347,1
1117099,what is a active margin,6940553,6940553,0.85711145,2
1117099,what is a active margin,3349612,3349612,0.8552151,3
1117099,what is a active margin,6940550,6940550,0.855052,4
1117099,what is a active margin,8446506,8446506,0.8542707,5
1117099,what is a active margin,5286538,5286538,0.85315675,6
1117099,what is a active margin,5286539,5286539,0.85256815,7
1117099,what is a active margin,8446501,8446501,0.8523711,8
1117099,what is a active margin,8093934,8093934,0.8518181,9
1117099,what is a active margin,6534818,6534818,0.85126305,10
1117099,what is a active margin,3543106,3543106,0.8510512,11
1117099,what is a active margin,1445087,1445087,0.85099036,12
1117099,what is a active margin,6940558,6940558,0.8499142,13
1117099,what is a active margin,6940556,6940556,0.84394467,14
1117099,what is a active margin,2761930,2761930,0.8430017,15
1117099,what is a active margin,1798612,1798612,0.8406751,16
1117099,what is a active margin,5643723,5643723,0.84022385,17
1117099,what is a active margin,4441325,4441325,0.8401756,18
1117099,what is a active margin,7514071,7514071,0.83971524,19
1117099,what is a active margin,809963,809963,0.8392004,20
1117099,what is a active margin,7610604,7610604,0.83811086,21
1117099,what is a active margin,4458509,4458509,0.8379329,22
1117099,what is a active margin,1952525,1952525,0.83769494,23
1117099,what is a active margin,3128115,3128115,0.8375893,24
1117099,what is a active margin,6912422,6912422,0.83679056,25
1117099,what is a active margin,4303173,4303173,0.836604,26
1117099,what is a active margin,3128109,3128109,0.83650047,27
1117099,what is a active margin,5752877,5752877,0.83563423,28
1117099,what is a active margin,8019446,8019446,0.83533835,29
1117099,what is a active margin,6411785,6411785,0.8353118,30
1117099,what is a active margin,3522902,3522902,0.8346852,31
1117099,what is a active margin,7313639,7313639,0.8340254,32
1117099,what is a active margin,8461908,8461908,0.833803,33
1117099,what is a active margin,7663165,7663165,0.83349025,34
1117099,what is a active margin,1597005,1597005,0.8332766,35
1117099,what is a active margin,8820809,8820809,0.8331358,36
1117099,what is a active margin,6940552,6940552,0.83310246,37
1117099,what is a active margin,6858988,6858988,0.8329189,38
1117099,what is a active margin,3108942,3108942,0.832823,39
1117099,what is a active margin,7313643,7313643,0.83257043,40
1117099,what is a active margin,6122723,6122723,0.83250976,41
1117099,what is a active margin,8093931,8093931,0.83249927,42
1117099,what is a active margin,2073965,2073965,0.8323631,43
1117099,what is a active margin,6579664,6579664,0.83221436,44
1117099,what is a active margin,7514072,7514072,0.83197427,45
1117099,what is a active margin,6105689,6105689,0.8319042,46
1117099,what is a active margin,1002857,1002857,0.83173156,47
1117099,what is a active margin,514314,514314,0.8310542,48
1117099,what is a active margin,1042612,1042612,0.83067554,49
1117099,what is a active margin,1586365,1586365,0.8306429,50
1117099,what is a active margin,1013790,1013790,0.8306407,51
1117099,what is a active margin,5874017,5874017,0.8303514,52
1117099,what is a active margin,700497,700497,0.8303417,53
1117099,what is a active margin,6689166,6689166,0.83016264,54
1117099,what is a active margin,514309,514309,0.83014464,55
1117099,what is a active margin,6858993,6858993,0.8299923,56
1117099,what is a active margin,1000103,1000103,0.82949746,57
1117099,what is a active margin,1123494,1123494,0.8293488,58
1117099,what is a active margin,178232,178232,0.82905495,59
1117099,what is a active margin,3104262,3104262,0.8289826,60
1117099,what is a active margin,6940555,6940555,0.82888365,61
1117099,what is a active margin,5258462,5258462,0.8288133,62
1117099,what is a active margin,8093933,8093933,0.8286233,63
1117099,what is a active margin,7453476,7453476,0.8282037,64
1117099,what is a active margin,1300815,1300815,0.8275993,65
1117099,what is a active margin,2507473,2507473,0.82758725,66
1117099,what is a active margin,365442,365442,0.82745016,67
1117099,what is a active margin,1586363,1586363,0.82738906,68
1117099,what is a active margin,5377585,5377585,0.82729626,69
1117099,what is a active margin,700498,700498,0.8271314,70
1117099,what is a active margin,3189069,3189069,0.8271151,71
1117099,what is a active margin,6411781,6411781,0.826962,72
1117099,what is a active margin,1390386,1390386,0.8268247,73
1117099,what is a active margin,5950911,5950911,0.82655966,74
1117099,what is a active margin,3125343,3125343,0.8265525,75
1117099,what is a active margin,1966837,1966837,0.8264779,76
1117099,what is a active margin,5817491,5817491,0.8264247,77
1117099,what is a active margin,1798620,1798620,0.8263884,78
1117099,what is a active margin,7663163,7663163,0.82619816,79
1117099,what is a active margin,7210316,7210316,0.82617515,80
1117099,what is a active margin,6000387,6000387,0.8260255,81
1117099,what is a active margin,6854850,6854850,0.82599926,82
1117099,what is a active margin,8515441,8515441,0.8258654,83
1117099,what is a active margin,3427785,3427785,0.8257655,84
1117099,what is a active margin,4759494,4759494,0.8256326,85
1117099,what is a active margin,8022401,8022401,0.825619,86
1117099,what is a active margin,6122721,6122721,0.82559,87
1117099,what is a active margin,4408104,4408104,0.8255073,88
1117099,what is a active margin,874219,874219,0.825454,89
1117099,what is a active margin,4759491,4759491,0.82544875,90
1117099,what is a active margin,1542026,1542026,0.8254221,91
1117099,what is a active margin,6738719,6738719,0.8254032,92
1117099,what is a active margin,1986011,1986011,0.8253902,93
1117099,what is a active margin,1966830,1966830,0.82530624,94
1117099,what is a active margin,5795852,5795852,0.82529116,95
1117099,what is a active margin,6122720,6122720,0.8252324,96
1117099,what is a active margin,103423,103423,0.82515866,97
1117099,what is a active margin,3833630,3833630,0.8250177,98
1117099,what is a active margin,6809395,6809395,0.82492054,99
1117099,what is a active margin,5950908,5950908,0.8248787,100
1117099,what is a active margin,7677928,7677928,0.82486165,101
1117099,what is a active margin,1013791,1013791,0.82484996,102
1117099,what is a active margin,3427786,3427786,0.8248405,103
1117099,what is a active margin,3186369,3186369,0.82484007,104
1117099,what is a active margin,700500,700500,0.8248311,105
1117099,what is a active margin,3108939,3108939,0.8248022,106
1117099,what is a active margin,5699286,5699286,0.8248013,107
1117099,what is a active margin,3104266,3104266,0.8247385,108
1117099,what is a active margin,7258067,7258067,0.8244697,109
1117099,what is a active margin,2109697,2109697,0.8244678,110
1117099,what is a active margin,5070298,5070298,0.82439256,111
1117099,what is a active margin,878215,878215,0.8243519,112
1117099,what is a active margin,700495,700495,0.82432884,113
1117099,what is a active margin,7163765,7163765,0.82428896,114
1117099,what is a active margin,6993942,6993942,0.82417977,115
1117099,what is a active margin,6940557,6940557,0.8240142,116
1117099,what is a active margin,5029579,5029579,0.82400703,117
1117099,what is a active margin,3439260,3439260,0.82388306,118
1117099,what is a active margin,3187265,3187265,0.8237877,119
148538,difference between rn and bsn,7407803,7407803,0.92261505,0
148538,difference between rn and bsn,8283532,8283532,0.92017865,1
148538,difference between rn and bsn,985488,985488,0.91834795,2
148538,difference between rn and bsn,985491,985491,0.9111245,3
148538,difference between rn and bsn,985490,985490,0.9097023,4
148538,difference between rn and bsn,7407812,7407812,0.9096777,5
148538,difference between rn and bsn,4447598,4447598,0.9090661,6
148538,difference between rn and bsn,985494,985494,0.9057971,7
148538,difference between rn and bsn,2915323,2915323,0.90414846,8
148538,difference between rn and bsn,332401,332401,0.90299535,9
148538,difference between rn and bsn,615407,615407,0.90299535,10
148538,difference between rn and bsn,4539654,4539654,0.90220714,11
148538,difference between rn and bsn,231455,231455,0.9020795,12
148538,difference between rn and bsn,1384448,1384448,0.901963,13
148538,difference between rn and bsn,1736918,1736918,0.90184784,14
148538,difference between rn and bsn,1384447,1384447,0.90123695,15
148538,difference between rn and bsn,6697437,6697437,0.9009788,16
148538,difference between rn and bsn,8283531,8283531,0.900964,17
148538,difference between rn and bsn,4539657,4539657,0.8985026,18
148538,difference between rn and bsn,2915322,2915322,0.89841676,19
148538,difference between rn and bsn,332400,332400,0.897781,20
148538,difference between rn and bsn,3353306,3353306,0.8970826,21
148538,difference between rn and bsn,4539659,4539659,0.89302474,22
148538,difference between rn and bsn,1299830,1299830,0.8928877,23
148538,difference between rn and bsn,4447601,4447601,0.89247495,24
148538,difference between rn and bsn,4959638,4959638,0.8919327,25
148538,difference between rn and bsn,6894608,6894608,0.8907385,26
148538,difference between rn and bsn,1985491,1985491,0.89040565,27
148538,difference between rn and bsn,3631449,3631449,0.89036274,28
148538,difference between rn and bsn,4225978,4225978,0.89021087,29
148538,difference between rn and bsn,23588,23588,0.8901702,30
148538,difference between rn and bsn,4264121,4264121,0.89002335,31
148538,difference between rn and bsn,1969519,1969519,0.8892843,32
148538,difference between rn and bsn,8265463,8265463,0.8889452,33
148538,difference between rn and bsn,2368188,2368188,0.88879585,34
148538,difference between rn and bsn,8283527,8283527,0.8884504,35
148538,difference between rn and bsn,2033800,2033800,0.88790774,36
148538,difference between rn and bsn,5171599,5171599,0.88780546,37
148538,difference between rn and bsn,4959633,4959633,0.8873254,38
148538,difference between rn and bsn,7858769,7858769,0.8869684,39
148538,difference between rn and bsn,1311206,1311206,0.88693273,40
148538,difference between rn and bsn,7412143,7412143,0.8868395,41
148538,difference between rn and bsn,1147038,1147038,0.8865427,42
148538,difference between rn and bsn,5171603,5171603,0.8864399,43
148538,difference between rn and bsn,23586,23586,0.8864329,44
148538,difference between rn and bsn,4185814,4185814,0.8862052,45
148538,difference between rn and bsn,5077704,5077704,0.8861828,46
148538,difference between rn and bsn,1311209,1311209,0.8852419,47
148538,difference between rn and bsn,5077709,5077709,0.8849081,48
148538,difference between rn and bsn,6846340,6846340,0.8848024,49
148538,difference between rn and bsn,332402,332402,0.884526,50
148538,difference between rn and bsn,4264129,4264129,0.8845193,51
148538,difference between rn and bsn,1147046,1147046,0.88439703,52
148538,difference between rn and bsn,2643562,2643562,0.8843206,53
148538,difference between rn and bsn,4976403,4976403,0.8841449,54
148538,difference between rn and bsn,2915327,2915327,0.8841271,55
148538,difference between rn and bsn,753805,753805,0.88393784,56
148538,difference between rn and bsn,4185812,4185812,0.8838918,57
148538,difference between rn and bsn,1828171,1828171,0.8838463,58
148538,difference between rn and bsn,8618875,8618875,0.8836563,59
148538,difference between rn and bsn,3588269,3588269,0.8836206,60
148538,difference between rn and bsn,4553351,4553351,0.8831902,61
148538,difference between rn and bsn,6377902,6377902,0.88314784,62
148538,difference between rn and bsn,208314,208314,0.88283515,63
148538,difference between rn and bsn,4959637,4959637,0.88250715,64
148538,difference between rn and bsn,7039113,7039113,0.882385,65
148538,difference between rn and bsn,6485499,6485499,0.8821596,66
148538,difference between rn and bsn,3918785,3918785,0.88207626,67
148538,difference between rn and bsn,7496116,7496116,0.88206613,68
148538,difference between rn and bsn,6704661,6704661,0.8818576,69
148538,difference between rn and bsn,1147044,1147044,0.8818274,70
148538,difference between rn and bsn,4660638,4660638,0.88164806,71
148538,difference between rn and bsn,6006375,6006375,0.8816011,72
148538,difference between rn and bsn,2455774,2455774,0.8815494,73
148538,difference between rn and bsn,1299824,1299824,0.881394,74
148538,difference between rn and bsn,5077707,5077707,0.8813423,75
148538,difference between rn and bsn,4815647,4815647,0.88129395,76
148538,difference between rn and bsn,985489,985489,0.8810955,77
148538,difference between rn and bsn,4607263,4607263,0.8810891,78
148538,difference between rn and bsn,2368189,2368189,0.8807899,79
148538,difference between rn and bsn,1314489,1314489,0.880773,80
148538,difference between rn and bsn,4264128,4264128,0.88059306,81
148538,difference between rn and bsn,398535,398535,0.88025355,82
148538,difference between rn and bsn,4264123,4264123,0.88007367,83
148538,difference between rn and bsn,615401,615401,0.8799774,84
148538,difference between rn and bsn,986845,986845,0.87988985,85
148538,difference between rn and bsn,231453,231453,0.87968975,86
148538,difference between rn and bsn,6234125,6234125,0.8792715,87
148538,difference between rn and bsn,2993231,2993231,0.8792561,88
148538,difference between rn and bsn,1736915,1736915,0.87918794,89
148538,difference between rn and bsn,820313,820313,0.87899935,90
148538,difference between rn and bsn,1950977,1950977,0.8789973,91
148538,difference between rn and bsn,581145,581145,0.8789185,92
148538,difference between rn and bsn,3138642,3138642,0.87883925,93
148538,difference between rn and bsn,7039115,7039115,0.87883323,94
148538,difference between rn and bsn,451558,451558,0.87875074,95
148538,difference between rn and bsn,3343092,3343092,0.8785381,96
148538,difference between rn and bsn,1736916,1736916,0.87853795,97
148538,difference between rn and bsn,6846343,6846343,0.8784623,98
148538,difference between rn and bsn,2033795,2033795,0.87842244,99
148538,difference between rn and bsn,2177849,2177849,0.87842244,100
148538,difference between rn and bsn,1494790,1494790,0.8782338,101
148538,difference between rn and bsn,1299823,1299823,0.87809944,102
148538,difference between rn and bsn,1736917,1736917,0.87809014,103
148538,difference between rn and bsn,23585,23585,0.87802184,104
148538,difference between rn and bsn,6600519,6600519,0.8779144,105
148538,difference between rn and bsn,3631451,3631451,0.87782085,106
