qid,docno,docid,score,rank,query
168216,3681099,3681099,1.0,425,does legionella pneumophila cause pneumonia
168216,3908778,3908778,1.0,426,does legionella pneumophila cause pneumonia
168216,1860843,1860843,1.0,427,does legionella pneumophila cause pneumonia
168216,7337519,7337519,1.0,428,does legionella pneumophila cause pneumonia
168216,7337518,7337518,1.0,429,does legionella pneumophila cause pneumonia
168216,8252763,8252763,1.0,430,does legionella pneumophila cause pneumonia
168216,7337513,7337513,1.0,431,does legionella pneumophila cause pneumonia
168216,1301468,1301468,1.0,432,does legionella pneumophila cause pneumonia
168216,851276,851276,1.0,433,does legionella pneumophila cause pneumonia
168216,4245218,4245218,1.0,434,does legionella pneumophila cause pneumonia
168216,856274,856274,1.0,435,does legionella pneumophila cause pneumonia
168216,1974321,1974321,1.0,436,does legionella pneumophila cause pneumonia
168216,7595684,7595684,1.0,437,does legionella pneumophila cause pneumonia
168216,3908781,3908781,1.0,438,does legionella pneumophila cause pneumonia
168216,661750,661750,1.0,439,does legionella pneumophila cause pneumonia
168216,2210772,2210772,1.0,440,does legionella pneumophila cause pneumonia
168216,4656297,4656297,1.0,441,does legionella pneumophila cause pneumonia
168216,6012600,6012600,1.0,442,does legionella pneumophila cause pneumonia
168216,6061717,6061717,1.0,443,does legionella pneumophila cause pneumonia
168216,6061718,6061718,1.0,444,does legionella pneumophila cause pneumonia
168216,6061719,6061719,1.0,445,does legionella pneumophila cause pneumonia
168216,6061721,6061721,1.0,446,does legionella pneumophila cause pneumonia
168216,6061722,6061722,1.0,447,does legionella pneumophila cause pneumonia
168216,6061723,6061723,1.0,448,does legionella pneumophila cause pneumonia
168216,2210774,2210774,1.0,449,does legionella pneumophila cause pneumonia
168216,6061726,6061726,1.0,450,does legionella pneumophila cause pneumonia
168216,4656291,4656291,1.0,451,does legionella pneumophila cause pneumonia
168216,2774860,2774860,1.0,452,does legionella pneumophila cause pneumonia
168216,6213323,6213323,1.0,453,does legionella pneumophila cause pneumonia
168216,6213324,6213324,1.0,454,does legionella pneumophila cause pneumonia
168216,6213326,6213326,1.0,455,does legionella pneumophila cause pneumonia
168216,6219117,6219117,1.0,456,does legionella pneumophila cause pneumonia
168216,6219118,6219118,1.0,457,does legionella pneumophila cause pneumonia
168216,4600610,4600610,1.0,458,does legionella pneumophila cause pneumonia
168216,3004214,3004214,1.0,459,does legionella pneumophila cause pneumonia
168216,4600609,4600609,1.0,460,does legionella pneumophila cause pneumonia
168216,4600608,4600608,1.0,461,does legionella pneumophila cause pneumonia
168216,6012598,6012598,1.0,462,does legionella pneumophila cause pneumonia
168216,6012597,6012597,1.0,463,does legionella pneumophila cause pneumonia
168216,3399718,3399718,1.0,464,does legionella pneumophila cause pneumonia
168216,5935477,5935477,1.0,465,does legionella pneumophila cause pneumonia
168216,3399712,3399712,1.0,466,does legionella pneumophila cause pneumonia
168216,3344837,3344837,1.0,467,does legionella pneumophila cause pneumonia
168216,5004346,5004346,1.0,468,does legionella pneumophila cause pneumonia
168216,5024306,5024306,1.0,469,does legionella pneumophila cause pneumonia
168216,1090088,1090088,1.0,470,does legionella pneumophila cause pneumonia
168216,5024311,5024311,1.0,471,does legionella pneumophila cause pneumonia
168216,5114458,5114458,1.0,472,does legionella pneumophila cause pneumonia
168216,527409,527409,1.0,473,does legionella pneumophila cause pneumonia
168216,3198686,3198686,1.0,474,does legionella pneumophila cause pneumonia
168216,3198683,3198683,1.0,475,does legionella pneumophila cause pneumonia
168216,3198682,3198682,1.0,476,does legionella pneumophila cause pneumonia
168216,3198681,3198681,1.0,477,does legionella pneumophila cause pneumonia
168216,3198680,3198680,1.0,478,does legionella pneumophila cause pneumonia
168216,3399716,3399716,1.0,479,does legionella pneumophila cause pneumonia
168216,4741406,4741406,1.0,480,does legionella pneumophila cause pneumonia
168216,5657932,5657932,1.0,481,does legionella pneumophila cause pneumonia
168216,5771045,5771045,1.0,482,does legionella pneumophila cause pneumonia
168216,4741403,4741403,1.0,483,does legionella pneumophila cause pneumonia
168216,3399717,3399717,1.0,484,does legionella pneumophila cause pneumonia
168216,2806307,2806307,1.0,485,does legionella pneumophila cause pneumonia
168216,6061724,6061724,1.0,486,does legionella pneumophila cause pneumonia
168216,4600607,4600607,1.0,487,does legionella pneumophila cause pneumonia
168216,6282564,6282564,1.0,488,does legionella pneumophila cause pneumonia
168216,6643451,6643451,1.0,489,does legionella pneumophila cause pneumonia
168216,2210780,2210780,1.0,490,does legionella pneumophila cause pneumonia
168216,6584042,6584042,1.0,491,does legionella pneumophila cause pneumonia
168216,3463556,3463556,1.0,492,does legionella pneumophila cause pneumonia
168216,6426637,6426637,1.0,493,does legionella pneumophila cause pneumonia
168216,6426636,6426636,1.0,494,does legionella pneumophila cause pneumonia
168216,6426635,6426635,1.0,495,does legionella pneumophila cause pneumonia
168216,6426633,6426633,1.0,496,does legionella pneumophila cause pneumonia
168216,6426630,6426630,1.0,497,does legionella pneumophila cause pneumonia
168216,3463555,3463555,1.0,498,does legionella pneumophila cause pneumonia
168216,6329932,6329932,1.0,499,does legionella pneumophila cause pneumonia
168216,4493882,4493882,1.0,500,does legionella pneumophila cause pneumonia
168216,3463552,3463552,1.0,501,does legionella pneumophila cause pneumonia
168216,2611845,2611845,1.0,502,does legionella pneumophila cause pneumonia
168216,6426631,6426631,1.0,503,does legionella pneumophila cause pneumonia
168216,6264731,6264731,1.0,504,does legionella pneumophila cause pneumonia
168216,2735305,2735305,1.0,505,does legionella pneumophila cause pneumonia
168216,4498423,4498423,1.0,506,does legionella pneumophila cause pneumonia
168216,6264734,6264734,1.0,507,does legionella pneumophila cause pneumonia
168216,6264735,6264735,1.0,508,does legionella pneumophila cause pneumonia
168216,6264729,6264729,1.0,509,does legionella pneumophila cause pneumonia
168216,1301469,1301469,0.0,510,does legionella pneumophila cause pneumonia
168216,6249512,6249512,0.0,511,does legionella pneumophila cause pneumonia
168216,8723467,8723467,0.0,512,does legionella pneumophila cause pneumonia
168216,1301465,1301465,0.0,513,does legionella pneumophila cause pneumonia
168216,8639633,8639633,0.0,514,does legionella pneumophila cause pneumonia
168216,8639630,8639630,0.0,515,does legionella pneumophila cause pneumonia
168216,8639627,8639627,0.0,516,does legionella pneumophila cause pneumonia
168216,4792583,4792583,0.0,517,does legionella pneumophila cause pneumonia
168216,3198687,3198687,0.0,518,does legionella pneumophila cause pneumonia
168216,2069992,2069992,0.0,519,does legionella pneumophila cause pneumonia
168216,3344828,3344828,0.0,520,does legionella pneumophila cause pneumonia
168216,3198689,3198689,0.0,521,does legionella pneumophila cause pneumonia
168216,4191395,4191395,0.0,522,does legionella pneumophila cause pneumonia
168216,5293614,5293614,0.0,523,does legionella pneumophila cause pneumonia
168216,1301467,1301467,0.0,524,does legionella pneumophila cause pneumonia
168216,2069995,2069995,0.0,525,does legionella pneumophila cause pneumonia
168216,3399715,3399715,0.0,526,does legionella pneumophila cause pneumonia
168216,1274194,1274194,0.0,527,does legionella pneumophila cause pneumonia
168216,1183706,1183706,0.0,528,does legionella pneumophila cause pneumonia
168216,3399713,3399713,0.0,529,does legionella pneumophila cause pneumonia
168216,3830857,3830857,0.0,530,does legionella pneumophila cause pneumonia
168216,3908773,3908773,0.0,531,does legionella pneumophila cause pneumonia
168216,3908774,3908774,0.0,532,does legionella pneumophila cause pneumonia
168216,2210775,2210775,0.0,533,does legionella pneumophila cause pneumonia
168216,2790904,2790904,0.0,534,does legionella pneumophila cause pneumonia
168216,4324492,4324492,0.0,535,does legionella pneumophila cause pneumonia
168216,8731621,8731621,0.0,536,does legionella pneumophila cause pneumonia
168216,5024307,5024307,0.0,537,does legionella pneumophila cause pneumonia
168216,3344834,3344834,0.0,538,does legionella pneumophila cause pneumonia
168216,8731625,8731625,0.0,539,does legionella pneumophila cause pneumonia
168216,2265769,2265769,0.0,540,does legionella pneumophila cause pneumonia
168216,8731623,8731623,0.0,541,does legionella pneumophila cause pneumonia
168216,2265772,2265772,0.0,542,does legionella pneumophila cause pneumonia
168216,6426638,6426638,0.0,543,does legionella pneumophila cause pneumonia
168216,4498419,4498419,0.0,544,does legionella pneumophila cause pneumonia
168216,290826,290826,0.0,545,does legionella pneumophila cause pneumonia
168216,1735360,1735360,0.0,546,does legionella pneumophila cause pneumonia
168216,1735358,1735358,0.0,547,does legionella pneumophila cause pneumonia
168216,3908777,3908777,0.0,548,does legionella pneumophila cause pneumonia
168216,8141128,8141128,0.0,549,does legionella pneumophila cause pneumonia
168216,3681095,3681095,0.0,550,does legionella pneumophila cause pneumonia
168216,3908779,3908779,0.0,551,does legionella pneumophila cause pneumonia
168216,6282567,6282567,0.0,552,does legionella pneumophila cause pneumonia
168216,6213325,6213325,0.0,553,does legionella pneumophila cause pneumonia
168216,731200,731200,0.0,554,does legionella pneumophila cause pneumonia
168216,2659074,2659074,0.0,555,does legionella pneumophila cause pneumonia
168216,1924800,1924800,0.0,556,does legionella pneumophila cause pneumonia
168216,4119829,4119829,0.0,557,does legionella pneumophila cause pneumonia
168216,1924796,1924796,0.0,558,does legionella pneumophila cause pneumonia
168216,6282562,6282562,0.0,559,does legionella pneumophila cause pneumonia
168216,6282561,6282561,0.0,560,does legionella pneumophila cause pneumonia
168216,6213322,6213322,0.0,561,does legionella pneumophila cause pneumonia
168216,8185131,8185131,0.0,562,does legionella pneumophila cause pneumonia
168216,8185135,8185135,0.0,563,does legionella pneumophila cause pneumonia
168216,6282560,6282560,0.0,564,does legionella pneumophila cause pneumonia
168216,8185137,8185137,0.0,565,does legionella pneumophila cause pneumonia
168216,3174840,3174840,0.0,566,does legionella pneumophila cause pneumonia
168216,1301472,1301472,0.0,567,does legionella pneumophila cause pneumonia
168216,6426634,6426634,0.0,568,does legionella pneumophila cause pneumonia
168216,1301474,1301474,0.0,569,does legionella pneumophila cause pneumonia
168216,6264732,6264732,0.0,570,does legionella pneumophila cause pneumonia
168216,6426632,6426632,0.0,571,does legionella pneumophila cause pneumonia
168216,2036279,2036279,0.0,572,does legionella pneumophila cause pneumonia
168216,7492755,7492755,0.0,573,does legionella pneumophila cause pneumonia
168216,5935474,5935474,0.0,574,does legionella pneumophila cause pneumonia
168216,5935476,5935476,0.0,575,does legionella pneumophila cause pneumonia
168216,3033359,3033359,0.0,576,does legionella pneumophila cause pneumonia
168216,6264733,6264733,0.0,577,does legionella pneumophila cause pneumonia
168216,13499,13499,0.0,578,does legionella pneumophila cause pneumonia
168216,1381477,1381477,0.0,579,does legionella pneumophila cause pneumonia
168216,3908776,3908776,0.0,580,does legionella pneumophila cause pneumonia
168216,4792582,4792582,0.0,581,does legionella pneumophila cause pneumonia
1133167,1014506,1014506,3.0,0,how is the weather in jamaica
1133167,5134018,5134018,3.0,1,how is the weather in jamaica
1133167,5395004,5395004,3.0,2,how is the weather in jamaica
1133167,5362317,5362317,3.0,3,how is the weather in jamaica
1133167,5362315,5362315,3.0,4,how is the weather in jamaica
1133167,5327657,5327657,3.0,5,how is the weather in jamaica
1133167,5186340,5186340,3.0,6,how is the weather in jamaica
1133167,5186167,5186167,3.0,7,how is the weather in jamaica
1133167,5052505,5052505,3.0,8,how is the weather in jamaica
1133167,6147447,6147447,3.0,9,how is the weather in jamaica
1133167,5015939,5015939,3.0,10,how is the weather in jamaica
1133167,5012052,5012052,3.0,11,how is the weather in jamaica
1133167,4967195,4967195,3.0,12,how is the weather in jamaica
1133167,1060131,1060131,3.0,13,how is the weather in jamaica
1133167,4905510,4905510,3.0,14,how is the weather in jamaica
1133167,4904436,4904436,3.0,15,how is the weather in jamaica
1133167,5475781,5475781,3.0,16,how is the weather in jamaica
1133167,5475782,5475782,3.0,17,how is the weather in jamaica
1133167,5483766,5483766,3.0,18,how is the weather in jamaica
1133167,5555222,5555222,3.0,19,how is the weather in jamaica
1133167,558460,558460,3.0,20,how is the weather in jamaica
1133167,5602353,5602353,3.0,21,how is the weather in jamaica
1133167,5613715,5613715,3.0,22,how is the weather in jamaica
1133167,56191,56191,3.0,23,how is the weather in jamaica
1133167,563742,563742,3.0,24,how is the weather in jamaica
1133167,5704509,5704509,3.0,25,how is the weather in jamaica
1133167,5869720,5869720,3.0,26,how is the weather in jamaica
1133167,5985449,5985449,3.0,27,how is the weather in jamaica
1133167,6003837,6003837,3.0,28,how is the weather in jamaica
1133167,6010156,6010156,3.0,29,how is the weather in jamaica
1133167,6083872,6083872,3.0,30,how is the weather in jamaica
1133167,6088911,6088911,3.0,31,how is the weather in jamaica
1133167,6090702,6090702,3.0,32,how is the weather in jamaica
1133167,481419,481419,3.0,33,how is the weather in jamaica
1133167,4742235,4742235,3.0,34,how is the weather in jamaica
1133167,4712274,4712274,3.0,35,how is the weather in jamaica
1133167,4146698,4146698,3.0,36,how is the weather in jamaica
1133167,3502794,3502794,3.0,37,how is the weather in jamaica
1133167,3504317,3504317,3.0,38,how is the weather in jamaica
1133167,3512076,3512076,3.0,39,how is the weather in jamaica
1133167,3567635,3567635,3.0,40,how is the weather in jamaica
1133167,3767108,3767108,3.0,41,how is the weather in jamaica
1133167,3768161,3768161,3.0,42,how is the weather in jamaica
1133167,3795478,3795478,3.0,43,how is the weather in jamaica
1133167,3944240,3944240,3.0,44,how is the weather in jamaica
1133167,3964286,3964286,3.0,45,how is the weather in jamaica
1133167,3964289,3964289,3.0,46,how is the weather in jamaica
1133167,3993166,3993166,3.0,47,how is the weather in jamaica
1133167,402083,402083,3.0,48,how is the weather in jamaica
1133167,4046860,4046860,3.0,49,how is the weather in jamaica
1133167,405188,405188,3.0,50,how is the weather in jamaica
1133167,4184339,4184339,3.0,51,how is the weather in jamaica
1133167,4703846,4703846,3.0,52,how is the weather in jamaica
1133167,4201605,4201605,3.0,53,how is the weather in jamaica
1133167,4212709,4212709,3.0,54,how is the weather in jamaica
1133167,4226019,4226019,3.0,55,how is the weather in jamaica
1133167,4226024,4226024,3.0,56,how is the weather in jamaica
1133167,4265711,4265711,3.0,57,how is the weather in jamaica
1133167,4345704,4345704,3.0,58,how is the weather in jamaica
1133167,4446766,4446766,3.0,59,how is the weather in jamaica
1133167,4505814,4505814,3.0,60,how is the weather in jamaica
1133167,454662,454662,3.0,61,how is the weather in jamaica
1133167,4557442,4557442,3.0,62,how is the weather in jamaica
1133167,4572057,4572057,3.0,63,how is the weather in jamaica
1133167,4585036,4585036,3.0,64,how is the weather in jamaica
1133167,4699661,4699661,3.0,65,how is the weather in jamaica
1133167,4699663,4699663,3.0,66,how is the weather in jamaica
1133167,6113156,6113156,3.0,67,how is the weather in jamaica
1133167,6155751,6155751,3.0,68,how is the weather in jamaica
1133167,3392362,3392362,3.0,69,how is the weather in jamaica
1133167,8042859,8042859,3.0,70,how is the weather in jamaica
1133167,8332521,8332521,3.0,71,how is the weather in jamaica
1133167,8332485,8332485,3.0,72,how is the weather in jamaica
1133167,8190071,8190071,3.0,73,how is the weather in jamaica
1133167,8175700,8175700,3.0,74,how is the weather in jamaica
1133167,8162669,8162669,3.0,75,how is the weather in jamaica
1133167,8055046,8055046,3.0,76,how is the weather in jamaica
1133167,8037316,8037316,3.0,77,how is the weather in jamaica
1133167,631692,631692,3.0,78,how is the weather in jamaica
1133167,8033649,8033649,3.0,79,how is the weather in jamaica
1133167,7991601,7991601,3.0,80,how is the weather in jamaica
1133167,7949845,7949845,3.0,81,how is the weather in jamaica
1133167,7887733,7887733,3.0,82,how is the weather in jamaica
1133167,7835489,7835489,3.0,83,how is the weather in jamaica
1133167,7835488,7835488,3.0,84,how is the weather in jamaica
1133167,8403740,8403740,3.0,85,how is the weather in jamaica
1133167,8403746,8403746,3.0,86,how is the weather in jamaica
1133167,8415745,8415745,3.0,87,how is the weather in jamaica
1133167,8488056,8488056,3.0,88,how is the weather in jamaica
1133167,8500823,8500823,3.0,89,how is the weather in jamaica
1133167,8558118,8558118,3.0,90,how is the weather in jamaica
1133167,8607547,8607547,3.0,91,how is the weather in jamaica
1133167,8621563,8621563,3.0,92,how is the weather in jamaica
1133167,8717042,8717042,3.0,93,how is the weather in jamaica
1133167,8749494,8749494,3.0,94,how is the weather in jamaica
1133167,8755109,8755109,3.0,95,how is the weather in jamaica
1133167,8755113,8755113,3.0,96,how is the weather in jamaica
1133167,8813656,8813656,3.0,97,how is the weather in jamaica
1133167,881707,881707,3.0,98,how is the weather in jamaica
1133167,8836486,8836486,3.0,99,how is the weather in jamaica
1133167,944810,944810,3.0,100,how is the weather in jamaica
1133167,949411,949411,3.0,101,how is the weather in jamaica
1133167,7835482,7835482,3.0,102,how is the weather in jamaica
1133167,7776429,7776429,3.0,103,how is the weather in jamaica
1133167,7762242,7762242,3.0,104,how is the weather in jamaica
1133167,7010343,7010343,3.0,105,how is the weather in jamaica
1133167,6360446,6360446,3.0,106,how is the weather in jamaica
1133167,6364211,6364211,3.0,107,how is the weather in jamaica
1133167,6467520,6467520,3.0,108,how is the weather in jamaica
1133167,6504576,6504576,3.0,109,how is the weather in jamaica
1133167,6530225,6530225,3.0,110,how is the weather in jamaica
1133167,6570019,6570019,3.0,111,how is the weather in jamaica
1133167,6635813,6635813,3.0,112,how is the weather in jamaica
1133167,6730791,6730791,3.0,113,how is the weather in jamaica
1133167,6839771,6839771,3.0,114,how is the weather in jamaica
1133167,6877851,6877851,3.0,115,how is the weather in jamaica
1133167,6911927,6911927,3.0,116,how is the weather in jamaica
1133167,6911928,6911928,3.0,117,how is the weather in jamaica
1133167,6969972,6969972,3.0,118,how is the weather in jamaica
1133167,6999443,6999443,3.0,119,how is the weather in jamaica
1133167,7079362,7079362,3.0,120,how is the weather in jamaica
1133167,7741724,7741724,3.0,121,how is the weather in jamaica
1133167,7095374,7095374,3.0,122,how is the weather in jamaica
1133167,7115353,7115353,3.0,123,how is the weather in jamaica
1133167,715557,715557,3.0,124,how is the weather in jamaica
1133167,7166531,7166531,3.0,125,how is the weather in jamaica
1133167,7204035,7204035,3.0,126,how is the weather in jamaica
1133167,7236839,7236839,3.0,127,how is the weather in jamaica
1133167,7236844,7236844,3.0,128,how is the weather in jamaica
1133167,72424,72424,3.0,129,how is the weather in jamaica
1133167,7256791,7256791,3.0,130,how is the weather in jamaica
1133167,7475304,7475304,3.0,131,how is the weather in jamaica
1133167,7482758,7482758,3.0,132,how is the weather in jamaica
1133167,761530,761530,3.0,133,how is the weather in jamaica
1133167,7621417,7621417,3.0,134,how is the weather in jamaica
1133167,7734299,7734299,3.0,135,how is the weather in jamaica
1133167,3498426,3498426,3.0,136,how is the weather in jamaica
1133167,977421,977421,3.0,137,how is the weather in jamaica
1133167,189072,189072,3.0,138,how is the weather in jamaica
1133167,23627,23627,3.0,139,how is the weather in jamaica
1133167,2478183,2478183,3.0,140,how is the weather in jamaica
1133167,2478181,2478181,3.0,141,how is the weather in jamaica
1133167,2439239,2439239,3.0,142,how is the weather in jamaica
1133167,2407383,2407383,3.0,143,how is the weather in jamaica
1133167,2365200,2365200,3.0,144,how is the weather in jamaica
1133167,2365196,2365196,3.0,145,how is the weather in jamaica
1133167,2365193,2365193,3.0,146,how is the weather in jamaica
1133167,2952790,2952790,3.0,147,how is the weather in jamaica
1133167,2283573,2283573,3.0,148,how is the weather in jamaica
1133167,2491366,2491366,3.0,149,how is the weather in jamaica
1133167,2278260,2278260,3.0,150,how is the weather in jamaica
1133167,2952791,2952791,3.0,151,how is the weather in jamaica
1133167,2699246,2699246,3.0,152,how is the weather in jamaica
1133167,1701657,1701657,3.0,153,how is the weather in jamaica
1133167,168597,168597,3.0,154,how is the weather in jamaica
1133167,1682797,1682797,3.0,155,how is the weather in jamaica
1133167,1572514,1572514,3.0,156,how is the weather in jamaica
1133167,2276676,2276676,3.0,157,how is the weather in jamaica
1133167,2478184,2478184,3.0,158,how is the weather in jamaica
1133167,2869435,2869435,3.0,159,how is the weather in jamaica
1133167,220332,220332,3.0,160,how is the weather in jamaica
1133167,2792662,2792662,3.0,161,how is the weather in jamaica
1133167,1789857,1789857,3.0,162,how is the weather in jamaica
1133167,1748348,1748348,3.0,163,how is the weather in jamaica
1133167,2750177,2750177,3.0,164,how is the weather in jamaica
1133167,2757422,2757422,3.0,165,how is the weather in jamaica
1133167,1720298,1720298,3.0,166,how is the weather in jamaica
1133167,2789095,2789095,3.0,167,how is the weather in jamaica
1133167,1789859,1789859,3.0,168,how is the weather in jamaica
1133167,2792658,2792658,3.0,169,how is the weather in jamaica
1133167,2833473,2833473,3.0,170,how is the weather in jamaica
1133167,2502414,2502414,3.0,171,how is the weather in jamaica
1133167,2611059,2611059,3.0,172,how is the weather in jamaica
1133167,2611058,2611058,3.0,173,how is the weather in jamaica
1133167,2584183,2584183,3.0,174,how is the weather in jamaica
1133167,2576067,2576067,3.0,175,how is the weather in jamaica
1133167,2573354,2573354,3.0,176,how is the weather in jamaica
1133167,2535372,2535372,3.0,177,how is the weather in jamaica
1133167,2521339,2521339,3.0,178,how is the weather in jamaica
1133167,2863394,2863394,3.0,179,how is the weather in jamaica
1133167,1826924,1826924,3.0,180,how is the weather in jamaica
1133167,2710495,2710495,3.0,181,how is the weather in jamaica
1133167,2970353,2970353,3.0,182,how is the weather in jamaica
1133167,3283696,3283696,3.0,183,how is the weather in jamaica
1133167,1445554,1445554,3.0,184,how is the weather in jamaica
1133167,1405985,1405985,3.0,185,how is the weather in jamaica
1133167,138929,138929,3.0,186,how is the weather in jamaica
1133167,2991270,2991270,3.0,187,how is the weather in jamaica
1133167,3225169,3225169,3.0,188,how is the weather in jamaica
1133167,1844248,1844248,3.0,189,how is the weather in jamaica
1133167,1356823,1356823,3.0,190,how is the weather in jamaica
1133167,1499669,1499669,3.0,191,how is the weather in jamaica
1133167,1212849,1212849,3.0,192,how is the weather in jamaica
1133167,1198855,1198855,3.0,193,how is the weather in jamaica
1133167,1164678,1164678,3.0,194,how is the weather in jamaica
1133167,1097959,1097959,3.0,195,how is the weather in jamaica
1133167,1070102,1070102,3.0,196,how is the weather in jamaica
1133167,1064355,1064355,3.0,197,how is the weather in jamaica
1133167,1451914,1451914,3.0,198,how is the weather in jamaica
1133167,2070080,2070080,3.0,199,how is the weather in jamaica
1133167,2189883,2189883,3.0,200,how is the weather in jamaica
1133167,1834505,1834505,3.0,201,how is the weather in jamaica
1133167,153452,153452,3.0,202,how is the weather in jamaica
1133167,1833598,1833598,3.0,203,how is the weather in jamaica
1133167,2996833,2996833,3.0,204,how is the weather in jamaica
1133167,2134754,2134754,3.0,205,how is the weather in jamaica
1133167,2114201,2114201,3.0,206,how is the weather in jamaica
1133167,7093512,7093512,2.0,207,how is the weather in jamaica
1133167,4926204,4926204,2.0,208,how is the weather in jamaica
1133167,1883278,1883278,2.0,209,how is the weather in jamaica
1133167,6112593,6112593,2.0,210,how is the weather in jamaica
1133167,6157112,6157112,2.0,211,how is the weather in jamaica
1133167,7195800,7195800,2.0,212,how is the weather in jamaica
1133167,4926199,4926199,2.0,213,how is the weather in jamaica
1133167,2613294,2613294,2.0,214,how is the weather in jamaica
1133167,8160230,8160230,2.0,215,how is the weather in jamaica
1133167,2613290,2613290,2.0,216,how is the weather in jamaica
1133167,2623303,2623303,2.0,217,how is the weather in jamaica
1133167,7195802,7195802,2.0,218,how is the weather in jamaica
1133167,6157114,6157114,2.0,219,how is the weather in jamaica
1133167,7091944,7091944,2.0,220,how is the weather in jamaica
1133167,8003293,8003293,2.0,221,how is the weather in jamaica
1133167,8003295,8003295,2.0,222,how is the weather in jamaica
1133167,7091943,7091943,2.0,223,how is the weather in jamaica
1133167,6467521,6467521,2.0,224,how is the weather in jamaica
1133167,8003299,8003299,2.0,225,how is the weather in jamaica
1133167,6467522,6467522,2.0,226,how is the weather in jamaica
1133167,6467519,6467519,2.0,227,how is the weather in jamaica
1133167,7486596,7486596,2.0,228,how is the weather in jamaica
1133167,2439240,2439240,2.0,229,how is the weather in jamaica
1133167,5985458,5985458,2.0,230,how is the weather in jamaica
1133167,5990516,5990516,2.0,231,how is the weather in jamaica
1133167,8033646,8033646,2.0,232,how is the weather in jamaica
1133167,6020865,6020865,2.0,233,how is the weather in jamaica
1133167,6020866,6020866,2.0,234,how is the weather in jamaica
1133167,7217706,7217706,2.0,235,how is the weather in jamaica
1133167,7217701,7217701,2.0,236,how is the weather in jamaica
1133167,1883277,1883277,2.0,237,how is the weather in jamaica
1133167,7091940,7091940,2.0,238,how is the weather in jamaica
1133167,6103292,6103292,2.0,239,how is the weather in jamaica
1133167,4926201,4926201,2.0,240,how is the weather in jamaica
1133167,4926202,4926202,2.0,241,how is the weather in jamaica
1133167,4361441,4361441,2.0,242,how is the weather in jamaica
1133167,8255701,8255701,2.0,243,how is the weather in jamaica
1133167,4494102,4494102,2.0,244,how is the weather in jamaica
1133167,4494100,4494100,2.0,245,how is the weather in jamaica
1133167,4489251,4489251,2.0,246,how is the weather in jamaica
1133167,4467246,4467246,2.0,247,how is the weather in jamaica
1133167,4443375,4443375,2.0,248,how is the weather in jamaica
1133167,4443374,4443374,2.0,249,how is the weather in jamaica
1133167,4443368,4443368,2.0,250,how is the weather in jamaica
1133167,8484849,8484849,2.0,251,how is the weather in jamaica
1133167,8250501,8250501,2.0,252,how is the weather in jamaica
1133167,434126,434126,2.0,253,how is the weather in jamaica
1133167,8484845,8484845,2.0,254,how is the weather in jamaica
1133167,4131477,4131477,2.0,255,how is the weather in jamaica
1133167,8484844,8484844,2.0,256,how is the weather in jamaica
1133167,3023121,3023121,2.0,257,how is the weather in jamaica
1133167,8403745,8403745,2.0,258,how is the weather in jamaica
1133167,8405628,8405628,2.0,259,how is the weather in jamaica
1133167,8405630,8405630,2.0,260,how is the weather in jamaica
1133167,8250503,8250503,2.0,261,how is the weather in jamaica
1133167,8415744,8415744,2.0,262,how is the weather in jamaica
1133167,332787,332787,2.0,263,how is the weather in jamaica
1133167,4625145,4625145,2.0,264,how is the weather in jamaica
1133167,4625147,4625147,2.0,265,how is the weather in jamaica
1133167,4625148,4625148,2.0,266,how is the weather in jamaica
1133167,3598492,3598492,2.0,267,how is the weather in jamaica
1133167,1727081,1727081,2.0,268,how is the weather in jamaica
1133167,8839919,8839919,2.0,269,how is the weather in jamaica
1133167,4712276,4712276,2.0,270,how is the weather in jamaica
1133167,4550242,4550242,2.0,271,how is the weather in jamaica
1133167,8804478,8804478,2.0,272,how is the weather in jamaica
1133167,7486599,7486599,1.0,273,how is the weather in jamaica
1133167,8484846,8484846,1.0,274,how is the weather in jamaica
1133167,7486597,7486597,1.0,275,how is the weather in jamaica
1133167,7486600,7486600,1.0,276,how is the weather in jamaica
1133167,8839920,8839920,1.0,277,how is the weather in jamaica
1133167,8839922,8839922,1.0,278,how is the weather in jamaica
1133167,7486601,7486601,1.0,279,how is the weather in jamaica
1133167,7486602,7486602,1.0,280,how is the weather in jamaica
1133167,18346,18346,1.0,281,how is the weather in jamaica
1133167,8415747,8415747,1.0,282,how is the weather in jamaica
1133167,1883280,1883280,1.0,283,how is the weather in jamaica
1133167,18344,18344,1.0,284,how is the weather in jamaica
1133167,8415746,8415746,1.0,285,how is the weather in jamaica
1133167,7486594,7486594,1.0,286,how is the weather in jamaica
1133167,7218013,7218013,1.0,287,how is the weather in jamaica
1133167,8484851,8484851,1.0,288,how is the weather in jamaica
1133167,1883273,1883273,1.0,289,how is the weather in jamaica
1133167,7218016,7218016,1.0,290,how is the weather in jamaica
1133167,7218018,7218018,1.0,291,how is the weather in jamaica
1133167,7218019,7218019,1.0,292,how is the weather in jamaica
1133167,7218012,7218012,1.0,293,how is the weather in jamaica
1133167,8748587,8748587,1.0,294,how is the weather in jamaica
1133167,7218021,7218021,1.0,295,how is the weather in jamaica
1133167,7217705,7217705,1.0,296,how is the weather in jamaica
1133167,1883276,1883276,1.0,297,how is the weather in jamaica
1133167,8415743,8415743,1.0,298,how is the weather in jamaica
1133167,7218015,7218015,1.0,299,how is the weather in jamaica
