qid,docno,label,iteration
359349,943237,0,Q0
405717,1111371,0,Q0
405717,1111372,0,Q0
405717,1111375,0,Q0
405717,1538943,0,Q0
405717,1538949,0,Q0
405717,1589738,0,Q0
405717,1594706,0,Q0
405717,1619423,0,Q0
405717,1849743,0,Q0
405717,1984962,1,Q0
405717,2089,0,Q0
405717,2125637,0,Q0
405717,2125641,0,Q0
405717,2354132,0,Q0
405717,2365659,0,Q0
405717,2365660,0,Q0
405717,2365661,1,Q0
405717,2365663,0,Q0
405717,2365665,0,Q0
405717,2514107,0,Q0
405717,2642838,0,Q0
405717,2702419,1,Q0
405717,2702423,1,Q0
405717,2702426,0,Q0
405717,273851,0,Q0
405717,2747484,1,Q0
405717,2747485,0,Q0
405717,2747486,0,Q0
405717,2747488,0,Q0
405717,2747491,0,Q0
405717,2747492,0,Q0
405717,2759862,0,Q0
405717,2768521,1,Q0
405717,28365,0,Q0
405717,2879959,0,Q0
405717,2879960,1,Q0
405717,2879964,1,Q0
405717,3007835,0,Q0
405717,3007837,0,Q0
405717,3033898,0,Q0
405717,3033900,2,Q0
405717,3033903,0,Q0
405717,3033904,0,Q0
405717,3033905,1,Q0
405717,3033907,1,Q0
405717,305214,0,Q0
405717,3274915,1,Q0
405717,3274918,1,Q0
405717,3514259,0,Q0
405717,3730200,0,Q0
405717,3986303,1,Q0
405717,3986305,1,Q0
405717,3986307,0,Q0
405717,3986308,0,Q0
405717,3986309,1,Q0
405717,4196816,0,Q0
405717,4212551,0,Q0
405717,4418059,1,Q0
405717,4489661,0,Q0
405717,4489666,1,Q0
405717,4704975,1,Q0
405717,4704978,2,Q0
405717,4776926,0,Q0
405717,4828118,2,Q0
405717,4904116,0,Q0
405717,506336,0,Q0
405717,5079482,2,Q0
405717,5079484,0,Q0
405717,5079486,0,Q0
405717,5079487,0,Q0
405717,5110256,0,Q0
405717,5219521,0,Q0
405717,5274649,0,Q0
405717,5428443,1,Q0
405717,5428444,0,Q0
405717,5615458,0,Q0
405717,5638740,0,Q0
405717,5641165,0,Q0
405717,5668741,0,Q0
405717,5690233,0,Q0
405717,5690234,0,Q0
405717,5690236,0,Q0
405717,5690237,0,Q0
405717,5690238,0,Q0
405717,5690239,0,Q0
405717,5690240,0,Q0
405717,576346,0,Q0
405717,6019053,0,Q0
405717,6020673,0,Q0
405717,619037,0,Q0
405717,6419725,0,Q0
405717,6426483,0,Q0
405717,6442862,0,Q0
405717,659101,0,Q0
405717,6654653,1,Q0
405717,6654655,0,Q0
405717,6678050,1,Q0
405717,6786303,0,Q0
405717,6786304,0,Q0
405717,6917254,0,Q0
405717,702383,0,Q0
405717,702386,0,Q0
405717,702391,0,Q0
405717,7170625,0,Q0
405717,7170626,1,Q0
405717,7170629,0,Q0
405717,7170630,1,Q0
405717,7170631,0,Q0
405717,7201359,0,Q0
405717,7201361,0,Q0
405717,7259325,0,Q0
405717,7288996,1,Q0
405717,7442727,0,Q0
405717,7447941,0,Q0
405717,7447942,0,Q0
405717,7447943,0,Q0
405717,7464807,0,Q0
405717,758582,0,Q0
405717,758586,1,Q0
405717,7631901,0,Q0
405717,7727353,0,Q0
405717,7728831,2,Q0
405717,7817131,0,Q0
405717,7896210,0,Q0
405717,7896211,2,Q0
405717,7896212,0,Q0
405717,7965240,0,Q0
405717,8156519,2,Q0
405717,8272571,0,Q0
405717,8433852,0,Q0
405717,8433854,1,Q0
405717,8433856,0,Q0
405717,8433857,1,Q0
405717,8433858,1,Q0
405717,846414,0,Q0
405717,84778,0,Q0
405717,8532416,0,Q0
405717,8610271,0,Q0
405717,8792407,0,Q0
405717,931517,0,Q0
405717,947024,0,Q0
405717,963392,0,Q0
405717,963395,0,Q0
405717,963396,0,Q0
443396,1055834,2,Q0
443396,1055835,2,Q0
443396,1061980,0,Q0
443396,1091609,0,Q0
443396,1091614,0,Q0
443396,1365634,0,Q0
443396,1365639,0,Q0
443396,1365641,0,Q0
443396,1371893,0,Q0
443396,1386591,0,Q0
443396,1386596,0,Q0
443396,1455924,0,Q0
443396,1457146,0,Q0
443396,1465664,0,Q0
443396,1465667,0,Q0
443396,179830,1,Q0
443396,1871319,0,Q0
443396,2007121,0,Q0
443396,2038000,0,Q0
443396,2130373,2,Q0
443396,2130375,2,Q0
443396,2130381,2,Q0
443396,2169377,1,Q0
443396,2282017,0,Q0
443396,2349193,0,Q0
443396,2490482,0,Q0
443396,2671287,1,Q0
443396,2733683,1,Q0
443396,2733689,1,Q0
443396,286498,0,Q0
443396,2871009,0,Q0
443396,2871013,0,Q0
443396,2871447,1,Q0
443396,2876232,0,Q0
443396,289513,1,Q0
443396,2976738,0,Q0
443396,2976740,0,Q0
443396,2976741,0,Q0
443396,3007982,0,Q0
443396,3117623,0,Q0
443396,3222557,0,Q0
443396,3323246,0,Q0
443396,3440848,3,Q0
443396,3440849,0,Q0
443396,3440850,3,Q0
443396,3440851,3,Q0
443396,3440853,2,Q0
443396,3440854,1,Q0
443396,3519033,0,Q0
443396,3526407,0,Q0
443396,3526411,0,Q0
443396,355277,0,Q0
443396,3617225,0,Q0
443396,368001,0,Q0
443396,3721948,3,Q0
443396,4052112,0,Q0
443396,4205261,2,Q0
443396,4205264,1,Q0
443396,4205265,2,Q0
443396,4452727,0,Q0
443396,4513336,2,Q0
443396,4513339,2,Q0
443396,4513342,2,Q0
443396,4526747,0,Q0
443396,453706,0,Q0
443396,4565615,2,Q0
443396,456708,0,Q0
443396,456710,0,Q0
443396,456712,0,Q0
443396,457791,1,Q0
443396,4600638,1,Q0
443396,4633352,0,Q0
443396,4708168,0,Q0
443396,4774806,0,Q0
443396,4792649,0,Q0
443396,4792650,0,Q0
443396,4792652,2,Q0
443396,4792656,0,Q0
443396,4792657,3,Q0
443396,483935,0,Q0
443396,4864260,0,Q0
443396,4879056,0,Q0
443396,4900486,0,Q0
443396,5027088,0,Q0
443396,5048839,0,Q0
443396,5048840,0,Q0
443396,5048842,0,Q0
443396,5053511,0,Q0
443396,5054292,0,Q0
443396,5065439,0,Q0
443396,5142387,0,Q0
443396,5308674,0,Q0
443396,5444257,1,Q0
443396,5447938,1,Q0
443396,5460399,0,Q0
443396,5503972,2,Q0
443396,5515426,0,Q0
443396,6096578,3,Q0
443396,6346929,1,Q0
443396,6374053,0,Q0
443396,6397543,0,Q0
443396,6449327,2,Q0
443396,6555770,2,Q0
443396,6555771,2,Q0
443396,6555772,2,Q0
443396,6555773,2,Q0
443396,6555774,3,Q0
443396,6555775,1,Q0
443396,6555776,2,Q0
443396,6555778,2,Q0
443396,6555779,2,Q0
443396,6639382,0,Q0
443396,6717682,1,Q0
443396,674091,0,Q0
443396,6743157,2,Q0
443396,6941089,0,Q0
443396,6953654,0,Q0
443396,7054522,1,Q0
443396,706688,0,Q0
443396,7116091,2,Q0
443396,7231589,0,Q0
443396,7251120,0,Q0
443396,725938,1,Q0
443396,725939,2,Q0
443396,725940,2,Q0
443396,725941,1,Q0
443396,725942,2,Q0
443396,725943,0,Q0
443396,725944,2,Q0
443396,725945,1,Q0
443396,725947,2,Q0
443396,7259659,0,Q0
443396,7305588,1,Q0
443396,7422742,0,Q0
443396,7519443,1,Q0
443396,7519448,1,Q0
443396,7620278,0,Q0
443396,7656427,2,Q0
443396,7706389,0,Q0
443396,7708932,2,Q0
443396,7708933,0,Q0
443396,7708934,2,Q0
443396,7708935,2,Q0
443396,7708936,2,Q0
443396,7708937,3,Q0
443396,7708938,2,Q0
443396,7708939,1,Q0
443396,7748070,0,Q0
443396,7890878,0,Q0
443396,7890882,0,Q0
443396,7922077,0,Q0
443396,7979502,0,Q0
443396,8077405,0,Q0
443396,8079039,3,Q0
443396,8079040,0,Q0
443396,8079042,1,Q0
443396,8079043,2,Q0
443396,8079046,0,Q0
443396,8152556,1,Q0
443396,8171402,0,Q0
443396,8219031,3,Q0
443396,8235587,0,Q0
443396,8416862,0,Q0
443396,8441048,1,Q0
443396,8536118,3,Q0
443396,8536121,3,Q0
443396,8536122,3,Q0
443396,8536123,3,Q0
443396,8693530,1,Q0
443396,8693532,0,Q0
443396,8760085,3,Q0
443396,8760090,1,Q0
443396,8769481,0,Q0
443396,8769489,0,Q0
443396,8769905,1,Q0
443396,8769907,2,Q0
443396,8769908,2,Q0
443396,8769911,2,Q0
443396,8790078,2,Q0
443396,8790079,2,Q0
443396,8790080,2,Q0
443396,8790081,2,Q0
443396,8790082,2,Q0
443396,8790083,2,Q0
443396,8790084,2,Q0
443396,8790085,2,Q0
443396,8790086,2,Q0
443396,8793491,1,Q0
451602,103181,3,Q0
451602,1078132,1,Q0
451602,1078134,1,Q0
451602,1094131,2,Q0
451602,1094132,2,Q0
451602,1094139,1,Q0
451602,1096342,2,Q0
451602,1211642,3,Q0
451602,1211643,3,Q0
451602,1211647,3,Q0
451602,124065,1,Q0
451602,1251646,3,Q0
451602,1277289,0,Q0
451602,1277290,2,Q0
451602,1343863,0,Q0
451602,1345709,2,Q0
451602,1373769,3,Q0
451602,1379712,0,Q0
451602,1487899,1,Q0
451602,1542548,3,Q0
451602,1554231,3,Q0
451602,1580615,3,Q0
451602,1640289,0,Q0
451602,1732923,0,Q0
451602,1732924,0,Q0
451602,1836258,0,Q0
451602,1868905,1,Q0
451602,1897978,3,Q0
451602,1897981,2,Q0
451602,2031662,2,Q0
451602,2065190,3,Q0
451602,2084909,1,Q0
451602,2133671,3,Q0
451602,2142558,1,Q0
451602,2164297,0,Q0
451602,2176450,0,Q0
451602,2176453,0,Q0
451602,2176454,0,Q0
451602,2176455,3,Q0
451602,2176458,0,Q0
451602,2176459,1,Q0
451602,2231421,0,Q0
451602,2231589,1,Q0
451602,2244882,0,Q0
451602,2329895,3,Q0
451602,23565,1,Q0
451602,2382274,0,Q0
451602,2382279,0,Q0
451602,2382280,0,Q0
451602,2383971,1,Q0
451602,2414919,3,Q0
451602,2482418,0,Q0
451602,2486936,2,Q0
451602,2618829,0,Q0
451602,264875,1,Q0
451602,264876,1,Q0
451602,264881,2,Q0
451602,2671181,3,Q0
451602,2785222,0,Q0
451602,2785223,0,Q0
451602,2796545,1,Q0
451602,2922141,1,Q0
451602,2922142,1,Q0
451602,2922145,0,Q0
451602,2922147,1,Q0
451602,2922148,2,Q0
451602,3052114,0,Q0
451602,3090663,0,Q0
451602,3090664,0,Q0
451602,3090666,0,Q0
451602,3090667,2,Q0
451602,3090672,0,Q0
451602,3177691,2,Q0
451602,3177692,0,Q0
451602,3234481,0,Q0
451602,3509960,1,Q0
451602,3602215,3,Q0
451602,362771,3,Q0
451602,362780,3,Q0
451602,3781323,2,Q0
451602,3781331,1,Q0
451602,3790251,3,Q0
451602,384317,2,Q0
451602,3877256,0,Q0
451602,4061142,2,Q0
451602,4176454,1,Q0
451602,4233760,3,Q0
451602,4345752,0,Q0
451602,4352596,3,Q0
451602,4352597,3,Q0
451602,4352600,3,Q0
451602,436291,3,Q0
451602,4380277,1,Q0
451602,4453598,0,Q0
451602,4453605,1,Q0
451602,4467811,3,Q0
451602,4487185,0,Q0
451602,4495080,3,Q0
451602,4578310,3,Q0
451602,4798722,1,Q0
451602,4798729,2,Q0
451602,4863797,3,Q0
451602,4863800,2,Q0
451602,4874640,2,Q0
451602,4874642,1,Q0
451602,4874643,1,Q0
451602,4874644,1,Q0
451602,4985343,0,Q0
451602,5008865,1,Q0
451602,508601,1,Q0
451602,5122675,3,Q0
451602,5179251,2,Q0
451602,521666,0,Q0
451602,5241633,1,Q0
451602,5320781,1,Q0
451602,5451777,3,Q0
451602,5475308,0,Q0
451602,5538936,1,Q0
451602,5538938,1,Q0
451602,5538942,3,Q0
451602,5655693,1,Q0
451602,5661134,3,Q0
451602,5913111,0,Q0
451602,5915191,1,Q0
451602,601510,3,Q0
451602,6149891,3,Q0
451602,6158710,3,Q0
451602,6171396,2,Q0
451602,6286973,1,Q0
451602,6286974,2,Q0
451602,6286975,3,Q0
451602,6286976,2,Q0
451602,6286977,2,Q0
451602,6286978,3,Q0
451602,6286979,2,Q0
451602,6286980,1,Q0
451602,6286981,2,Q0
451602,6286982,3,Q0
451602,631383,3,Q0
451602,638673,0,Q0
451602,6454936,0,Q0
451602,6587791,3,Q0
451602,6618756,2,Q0
451602,6618758,1,Q0
451602,6618759,0,Q0
451602,6618763,2,Q0
451602,6639625,0,Q0
451602,6697737,1,Q0
451602,678179,3,Q0
451602,6824692,3,Q0
451602,6824695,3,Q0
451602,6827517,3,Q0
451602,6942418,2,Q0
451602,6942790,3,Q0
451602,7012102,0,Q0
451602,7127634,3,Q0
451602,7172679,3,Q0
451602,7179468,3,Q0
451602,7179473,2,Q0
451602,7210883,0,Q0
451602,7232293,1,Q0
451602,7232295,1,Q0
451602,7315074,1,Q0
451602,7326276,0,Q0
451602,7403459,0,Q0
451602,7428019,0,Q0
451602,7428020,3,Q0
451602,7428021,0,Q0
451602,7444911,2,Q0
451602,7510020,0,Q0
451602,7558643,1,Q0
451602,7574511,1,Q0
451602,7666413,0,Q0
451602,7693252,2,Q0
451602,7784294,0,Q0
451602,7792099,0,Q0
451602,7792100,0,Q0
451602,7800959,2,Q0
451602,7800961,0,Q0
451602,7800962,1,Q0
451602,7800963,0,Q0
451602,7859334,1,Q0
451602,7871479,2,Q0
451602,8019873,0,Q0
451602,8047626,3,Q0
451602,8214451,1,Q0
451602,8214452,3,Q0
451602,8281322,3,Q0
451602,8295161,1,Q0
451602,8382005,3,Q0
451602,8383461,2,Q0
451602,8383462,3,Q0
451602,8383463,1,Q0
451602,8390518,3,Q0
451602,8390519,2,Q0
451602,8390521,3,Q0
451602,8390525,1,Q0
451602,8434177,3,Q0
451602,8434178,3,Q0
451602,8434180,3,Q0
451602,8456061,0,Q0
451602,847210,3,Q0
451602,8485136,0,Q0
451602,8540468,0,Q0
451602,8540470,0,Q0
451602,8595356,1,Q0
451602,8621776,3,Q0
451602,8621779,1,Q0
451602,8621784,3,Q0
451602,8695415,0,Q0
451602,8742537,0,Q0
451602,875582,0,Q0
451602,888516,0,Q0
451602,930490,1,Q0
451602,930493,1,Q0
451602,930497,0,Q0
451602,949152,0,Q0
451602,96222,3,Q0
451602,96223,0,Q0
451602,96229,3,Q0
489204,1051494,1,Q0
489204,1051498,2,Q0
489204,1090435,1,Q0
489204,1114410,1,Q0
489204,113238,0,Q0
489204,114148,0,Q0
489204,1225589,0,Q0
489204,1225590,0,Q0
489204,1231674,1,Q0
489204,1231678,2,Q0
489204,1251821,0,Q0
489204,1310101,0,Q0
489204,1310106,0,Q0
489204,1310107,0,Q0
489204,1310108,0,Q0
489204,1373674,0,Q0
489204,1383251,1,Q0
489204,139999,0,Q0
489204,1430550,2,Q0
489204,1430555,0,Q0
489204,1430557,0,Q0
489204,1431271,1,Q0
489204,1479542,2,Q0
489204,1513820,1,Q0
489204,152948,1,Q0
489204,152954,0,Q0
489204,1538587,0,Q0
489204,1557550,2,Q0
489204,1664640,2,Q0
489204,1664643,1,Q0
489204,1688164,0,Q0
489204,1705031,0,Q0
489204,1739317,0,Q0
489204,1759354,0,Q0
489204,1759358,0,Q0
489204,1760397,0,Q0
489204,1778458,1,Q0
489204,1820199,1,Q0
489204,1820203,2,Q0
489204,187571,1,Q0
489204,1905740,1,Q0
489204,1950269,0,Q0
489204,2163701,0,Q0
489204,216492,1,Q0
489204,2268657,0,Q0
489204,2445205,2,Q0
489204,2645311,1,Q0
489204,2653410,0,Q0
489204,2798566,0,Q0
489204,2899721,1,Q0
489204,3049941,1,Q0
489204,3075337,0,Q0
489204,320071,1,Q0
489204,320073,2,Q0
489204,320076,1,Q0
489204,320079,2,Q0
489204,3291935,0,Q0
489204,3310420,1,Q0
489204,3353678,1,Q0
489204,3353685,1,Q0
489204,3435940,0,Q0
489204,3438217,1,Q0
489204,34400,1,Q0
489204,359316,0,Q0
489204,3608627,0,Q0
489204,3710413,1,Q0
489204,3728445,0,Q0
489204,385083,0,Q0
489204,3980122,1,Q0
489204,4015716,0,Q0
489204,415420,1,Q0
489204,4159098,2,Q0
489204,4159416,2,Q0
489204,417344,0,Q0
489204,4222521,1,Q0
489204,4327516,0,Q0
489204,4520976,0,Q0
489204,4538296,1,Q0
489204,4552409,0,Q0
489204,4574496,1,Q0
489204,4586570,2,Q0
489204,4662177,1,Q0
489204,4711143,0,Q0
489204,4761967,0,Q0
489204,4917998,0,Q0
489204,4918005,0,Q0
489204,5005611,0,Q0
489204,5005765,1,Q0
489204,5143975,1,Q0
489204,5156386,1,Q0
489204,518994,1,Q0
489204,523745,0,Q0
489204,5513331,1,Q0
489204,5541646,1,Q0
489204,5541650,0,Q0
489204,5583224,0,Q0
489204,5629373,0,Q0
489204,5640841,1,Q0
489204,5640844,2,Q0
489204,5640846,1,Q0
489204,5640849,1,Q0
489204,5695163,0,Q0
489204,5815957,1,Q0
489204,5842850,1,Q0
489204,5856565,1,Q0
489204,5856566,1,Q0
489204,5856571,1,Q0
489204,5895917,1,Q0
489204,6087666,1,Q0
489204,6181765,0,Q0
489204,6237429,0,Q0
489204,6237430,0,Q0
489204,6327175,1,Q0
489204,6337933,0,Q0
489204,6435264,1,Q0
489204,6510227,0,Q0
489204,6542578,0,Q0
489204,6581779,1,Q0
489204,6620077,1,Q0
489204,6652052,0,Q0
489204,6665318,0,Q0
489204,6727272,2,Q0
489204,678245,0,Q0
489204,6816322,2,Q0
489204,6879782,1,Q0
489204,7037597,1,Q0
489204,7064814,1,Q0
489204,7112941,1,Q0
489204,7113084,0,Q0
489204,7113153,1,Q0
489204,7113309,1,Q0
489204,7116533,0,Q0
489204,7134737,1,Q0
489204,7134742,2,Q0
489204,7146090,0,Q0
489204,7279011,0,Q0
489204,7432758,0,Q0
489204,750071,0,Q0
489204,7564977,0,Q0
489204,7564980,0,Q0
489204,759508,1,Q0
489204,759509,1,Q0
489204,759510,2,Q0
489204,7652972,1,Q0
489204,769136,1,Q0
489204,7815337,2,Q0
489204,7974415,0,Q0
489204,8047853,1,Q0
489204,8056328,0,Q0
489204,8133951,0,Q0
489204,8238825,0,Q0
489204,827173,2,Q0
489204,827174,2,Q0
489204,8395205,0,Q0
489204,852250,2,Q0
489204,852257,3,Q0
489204,855963,1,Q0
489204,8582293,0,Q0
489204,8585820,1,Q0
489204,8594271,0,Q0
489204,8594272,1,Q0
489204,8594273,0,Q0
489204,8614761,0,Q0
489204,8724362,0,Q0
489204,872471,1,Q0
489204,8737046,1,Q0
489204,8737047,1,Q0
489204,8737050,0,Q0
489204,8737051,1,Q0
489204,8737053,0,Q0
489204,8773552,1,Q0
489204,883663,1,Q0
489204,889060,2,Q0
489204,94879,0,Q0
489204,973923,0,Q0
490595,1160842,0,Q0
490595,1160847,1,Q0
490595,1160848,0,Q0
490595,1288938,0,Q0
490595,1288940,0,Q0
490595,1473259,1,Q0
490595,1620438,0,Q0
490595,1652460,1,Q0
490595,1814180,1,Q0
490595,1845423,0,Q0
490595,1853477,0,Q0
490595,1894652,1,Q0
490595,1894882,0,Q0
490595,1929910,2,Q0
490595,1929911,1,Q0
490595,1999442,0,Q0
490595,2061700,0,Q0
490595,2061702,0,Q0
490595,2061706,0,Q0
490595,2135793,0,Q0
490595,217594,0,Q0
490595,2433508,0,Q0
490595,2586069,0,Q0
490595,2682556,0,Q0
490595,2850740,1,Q0
490595,3175975,0,Q0
490595,3329498,0,Q0
490595,3497870,0,Q0
490595,3497872,0,Q0
490595,3503014,0,Q0
490595,3503015,0,Q0
490595,3572695,0,Q0
490595,3573382,0,Q0
490595,3595607,1,Q0
490595,3833407,2,Q0
490595,3833408,0,Q0
490595,3833409,0,Q0
490595,3833410,1,Q0
490595,3833413,0,Q0
490595,388338,0,Q0
490595,3937195,2,Q0
490595,3937196,0,Q0
490595,3937197,1,Q0
490595,3937200,1,Q0
490595,3937202,2,Q0
490595,3937203,2,Q0
490595,3948082,1,Q0
490595,4082315,0,Q0
490595,4082316,1,Q0
490595,4082317,0,Q0
490595,4082319,2,Q0
490595,4096610,0,Q0
490595,4096611,0,Q0
490595,4490071,0,Q0
490595,4534210,0,Q0
490595,4671026,0,Q0
490595,4737059,2,Q0
490595,4737060,3,Q0
490595,4737061,3,Q0
490595,4737063,1,Q0
490595,4737064,1,Q0
490595,4737065,1,Q0
490595,4737066,2,Q0
490595,4737067,1,Q0
490595,4737068,2,Q0
490595,4763065,0,Q0
490595,4763066,2,Q0
490595,4763067,0,Q0
490595,4763070,0,Q0
490595,4763071,0,Q0
490595,4842889,2,Q0
490595,4842890,3,Q0
490595,4842891,2,Q0
490595,4842894,1,Q0
490595,4842895,2,Q0
490595,4842896,3,Q0
490595,4842897,1,Q0
490595,48492,0,Q0
490595,5112294,2,Q0
490595,5112297,0,Q0
490595,5144927,0,Q0
490595,5149754,1,Q0
490595,5207728,0,Q0
490595,5247992,2,Q0
490595,5247999,2,Q0
490595,5248000,3,Q0
490595,526091,0,Q0
490595,526092,0,Q0
490595,526093,2,Q0
490595,5349564,0,Q0
490595,5359207,0,Q0
490595,5359212,0,Q0
490595,5359213,0,Q0
490595,5460466,0,Q0
490595,5488538,0,Q0
490595,549465,2,Q0
490595,549466,0,Q0
490595,5597755,0,Q0
490595,5612094,0,Q0
490595,5612095,0,Q0
490595,5612099,0,Q0
490595,5633631,1,Q0
490595,565283,0,Q0
490595,6023901,0,Q0
490595,6066623,0,Q0
490595,6412650,1,Q0
490595,6599070,0,Q0
490595,6649155,0,Q0
490595,6686784,0,Q0
490595,6742119,1,Q0
490595,6971306,0,Q0
490595,6976960,1,Q0
490595,7045860,0,Q0
490595,7045864,0,Q0
490595,7045868,0,Q0
490595,7065739,0,Q0
490595,7072535,0,Q0
490595,7119229,0,Q0
490595,7153396,0,Q0
490595,7165638,0,Q0
490595,7279004,0,Q0
490595,7279006,0,Q0
490595,7340532,0,Q0
490595,7340533,0,Q0
490595,7422677,0,Q0
490595,7507613,0,Q0
490595,7621284,0,Q0
490595,7666093,0,Q0
490595,7666097,0,Q0
490595,769287,0,Q0
490595,7698193,0,Q0
490595,7698199,1,Q0
490595,7704024,1,Q0
490595,7704029,0,Q0
490595,7756604,0,Q0
490595,7839904,0,Q0
490595,7839906,0,Q0
490595,7994361,0,Q0
490595,805046,1,Q0
490595,805047,1,Q0
490595,805048,1,Q0
490595,805049,0,Q0
490595,805051,1,Q0
490595,8485138,0,Q0
490595,8485139,2,Q0
490595,8485140,0,Q0
490595,8485141,1,Q0
490595,8709994,0,Q0
527433,1000485,3,Q0
527433,1101462,0,Q0
527433,1187918,0,Q0
527433,1212778,2,Q0
527433,1212782,2,Q0
527433,1212784,2,Q0
527433,1212785,0,Q0
527433,1212786,2,Q0
527433,1212787,0,Q0
527433,1251475,0,Q0
527433,129387,0,Q0
527433,1317224,0,Q0
527433,1317225,0,Q0
527433,1379236,0,Q0
527433,1379237,3,Q0
527433,1379238,0,Q0
527433,1379239,1,Q0
527433,1379240,2,Q0
527433,1379242,2,Q0
527433,1379245,1,Q0
527433,1404580,1,Q0
527433,1664517,0,Q0
527433,1664518,1,Q0
527433,1664523,1,Q0
527433,1721940,0,Q0
527433,1993691,0,Q0
527433,1993699,0,Q0
527433,2045580,2,Q0
527433,2281137,0,Q0
527433,2331982,0,Q0
527433,2496224,0,Q0
527433,2496227,0,Q0
527433,2573888,0,Q0
527433,2649533,1,Q0
527433,269423,0,Q0
527433,269425,0,Q0
527433,269428,0,Q0
527433,269430,1,Q0
527433,272148,0,Q0
527433,2767587,0,Q0
527433,2773789,0,Q0
527433,286674,0,Q0
527433,288675,1,Q0
527433,2931558,0,Q0
527433,2931559,0,Q0
527433,2931562,1,Q0
527433,3093197,0,Q0
527433,3224400,0,Q0
527433,3224403,1,Q0
527433,3224404,2,Q0
527433,3256671,0,Q0
527433,3405417,0,Q0
527433,3425595,2,Q0
527433,3425601,1,Q0
527433,3425604,1,Q0
527433,3774355,1,Q0
527433,3774357,1,Q0
527433,3774358,2,Q0
527433,3774360,0,Q0
527433,3827084,2,Q0
527433,3827087,0,Q0
527433,3835729,3,Q0
527433,3835731,1,Q0
527433,3835734,0,Q0
527433,3835735,0,Q0
527433,3835736,0,Q0
527433,3973282,0,Q0
527433,3973283,0,Q0
527433,3973284,2,Q0
527433,3973285,3,Q0
527433,3973286,1,Q0
527433,3973287,2,Q0
527433,3973288,0,Q0
527433,3973290,1,Q0
527433,4064455,1,Q0
527433,432993,0,Q0
527433,452708,0,Q0
527433,452715,2,Q0
527433,467601,0,Q0
527433,4903731,0,Q0
527433,4952129,2,Q0
527433,4952135,1,Q0
527433,4958696,0,Q0
527433,4958697,0,Q0
527433,5034544,2,Q0
527433,5034546,1,Q0
527433,5121382,0,Q0
527433,5295980,0,Q0
527433,5401184,0,Q0
527433,542050,1,Q0
527433,5466805,2,Q0
527433,5466807,2,Q0
527433,5466810,2,Q0
527433,5466811,0,Q0
527433,547444,0,Q0
527433,5479497,0,Q0
527433,5479502,0,Q0
527433,5501454,0,Q0
527433,5603298,1,Q0
527433,5690943,0,Q0
527433,5690947,0,Q0
527433,5878263,0,Q0
527433,6015376,1,Q0
527433,6032636,0,Q0
527433,6038398,0,Q0
527433,6038411,1,Q0
527433,6045939,0,Q0
527433,6065675,1,Q0
527433,6065678,2,Q0
527433,6065681,1,Q0
527433,6184080,0,Q0
527433,6186391,1,Q0
527433,6214994,0,Q0
527433,6214995,0,Q0
527433,6215001,1,Q0
527433,6215002,2,Q0
527433,6398043,1,Q0
527433,6498113,0,Q0
527433,653103,0,Q0
527433,6667277,1,Q0
527433,6803516,0,Q0
527433,6889396,2,Q0
527433,6950955,0,Q0
527433,7051394,0,Q0
527433,7105525,1,Q0
527433,7105528,0,Q0
527433,7105531,2,Q0
527433,7182504,0,Q0
527433,7226291,1,Q0
527433,7252838,0,Q0
527433,7252840,0,Q0
527433,729489,0,Q0
527433,7347241,0,Q0
527433,7357591,2,Q0
527433,7514088,0,Q0
527433,7572901,0,Q0
527433,7607669,3,Q0
527433,7607672,1,Q0
527433,7787755,1,Q0
527433,7799466,2,Q0
527433,7904112,1,Q0
527433,7932171,0,Q0
527433,7991767,0,Q0
527433,8126064,0,Q0
527433,8306449,2,Q0
527433,8306451,0,Q0
527433,8322920,0,Q0
527433,8362259,1,Q0
527433,8371764,1,Q0
527433,8536842,0,Q0
527433,8586716,0,Q0
527433,8615714,1,Q0
527433,8617269,0,Q0
527433,8617271,3,Q0
527433,8617274,2,Q0
527433,8633563,0,Q0
527433,8737880,1,Q0
527433,8827928,1,Q0
527433,890536,1,Q0
527433,975967,2,Q0
573724,1005338,1,Q0
573724,104856,1,Q0
573724,1053303,0,Q0
573724,1165128,0,Q0
573724,1165129,1,Q0
573724,1293333,0,Q0
573724,1509939,0,Q0
573724,1509940,2,Q0
573724,1509942,2,Q0
573724,162151,0,Q0
573724,1720394,0,Q0
573724,1787867,0,Q0
573724,1816038,1,Q0
573724,1854797,0,Q0
573724,1891075,0,Q0
573724,1935389,0,Q0
573724,2002448,1,Q0
573724,2021252,1,Q0
573724,2133806,1,Q0
573724,2172,0,Q0
573724,2186124,0,Q0
573724,2417985,0,Q0
573724,2621257,0,Q0
573724,2635262,0,Q0
573724,2772677,0,Q0
573724,2819390,1,Q0
573724,2958056,0,Q0
573724,2999527,0,Q0
573724,3043361,0,Q0
573724,3059586,1,Q0
573724,3059589,1,Q0
573724,3059592,0,Q0
573724,3146238,2,Q0
573724,3365597,0,Q0
573724,3365631,1,Q0
573724,3365633,1,Q0
573724,3365635,1,Q0
573724,3365636,2,Q0
573724,3365638,1,Q0
573724,3365639,1,Q0
573724,3517209,0,Q0
573724,3535239,0,Q0
573724,3617636,0,Q0
573724,3644944,0,Q0
573724,3762920,0,Q0
573724,3770960,0,Q0
573724,387251,0,Q0
573724,3937080,1,Q0
573724,394136,1,Q0
573724,394138,1,Q0
573724,394139,1,Q0
